7.4,0.686,0,2.1,0.076,11,34,0.9978,3.366,0.56,9.4,5
7.8,0.88,0,2.6,0.098,25,67.8,0.9967,3.362,0.68,9.8,5
7.62,0.76,0.14,2.3,0.092,15,54,0.9977,3.26,0.65,9.66,5
11.2,0.28,0.518,1.98,0.075,17,60,0.998,3.158,0.58,11.24,6
7.4,0.7,0.032,1.9,0.076,11,24.6,0.9978,3.51,0.56,10.04,5
7.74,0.551,0.36,6.1,0.071,17,102,0.99548,3.35,0.8,10.5,5
6.7,0.61,0.08,2.1,0.097,15,65,0.9964,3.28,0.544,9.44,5
7.5,0.5,0.36,3.12,0.071,17,102,0.9978,3.35,0.8,10.5,5
8.9,0.62,0.398,3.8,0.176,26.8,145,0.9986,3.134,0.796,9.2,5
8.34,0.642,0.28,1.7,0.368,16,56,0.9968,3.11,1.132,9.3,5
7.9,0.32,0.478,1.8,0.341,23.8,56,0.9969,3.11,1.08,9.2,6
8.9,0.336,0.48,1.8,0.077,29,60,0.9968,3.39,0.53,9.4,6
7.9,0.43,0.276,1.6,0.106,10,37,0.9966,3.17,0.91,9.78,5
8.5,0.49,0.11,2.3,0.0752,9,67,0.99598,3.17,0.53,9.4,5
6.9,0.4,0.196,2.72,0.085,21,40,0.99738,3.436,0.63,11.22,6
7.9,0.43,0.318,1.6,0.106,12.4,37,0.9966,3.17,0.726,9.5,5
7.1,0.558,0,1.9,0.08,21.2,35,0.9972,3.47,0.55,9.4,5
7.4,0.675,0.07,2.4,0.089,17,38.6,0.99706,3.35,0.664,10.1,5
6.9,0.574,0.122,2.36,0.105,22,37,0.9966,3.46,0.57,10.6,6
8.3,0.655,0.12,2.3,0.083,15,113,0.9966,3.29,0.57,9.28,5
6.9,0.605,0.12,10.7,0.073,40,83,0.9993,3.328,0.57,9.92,6
5.2,0.386,0.25,1.98,0.103,12,50,0.9957,3.38,0.592,9.2,5
7.8,0.645,0,2.12,0.086,5,16,0.9986,3.344,0.55,9.6,6
6.96,0.6,0.14,2.4,0.086,21.4,55,0.99606,3.42,0.666,10.8,6
8.1,0.384,0.28,2.1,0.0722,13,23.6,0.9968,3.336,0.73,12.12,7
5.7,1.13,0.09,1.5,0.172,7,19,0.994,3.5,0.48,9.8,4
7.3,0.45,0.36,5.9,0.074,12,87,0.99474,3.33,0.608,10.5,5
8.04,0.45,0.36,2.08,0.074,12,32,0.99696,3.33,0.556,10.5,5
8.1,0.66,0.22,2.2,0.069,8.2,23,0.9968,3.3,0.57,10.3,5
6.8,0.657,0.02,2.23,0.05,5,11,0.9962,3.47,0.52,9.84,5
4.6,0.52,0.008,2.1,0.054,8,15.2,0.9934,3.9,0.56,10.86,4
8.58,0.935,0.046,5.92,0.0818,22,55.6,0.99656,3.35,0.53,9.74,5
8.92,0.29,0.446,2.38,0.113,12,37.2,0.9969,3.204,0.58,9.5,5
8.68,0.46,0.248,1.6,0.088,9.4,12,0.9958,3.34,0.56,9.2,5
5.6,0.31,0.254,1.4,0.074,23,96,0.99692,3.32,0.58,9.2,5
8.8,0.66,0.26,1.7,0.074,13.4,68.2,0.9971,3.15,0.584,9.2,5
6.6,0.52,0.04,2.18,0.069,8,31.4,0.9956,3.4,0.63,9.4,6
7.48,0.55,0.076,2.1,0.0768,6,25.2,0.9955,3.39,0.64,9.4,6
7.6,0.51,0.302,2.34,0.11,33,73,0.99588,3.17,0.63,10.2,6
7.7,0.62,0.04,1.94,0.0728,25,71.2,0.99734,3.34,0.53,9.5,5
10.2,0.42,0.57,3.4,0.07,4,10,0.99728,3.168,0.63,10.72,5
8.5,0.625,0.268,3.74,0.111,22.2,110,0.9983,3.26,0.77,9.4,5
7.48,0.59,0.18,1.98,0.084,17,54,0.9975,3.43,0.59,10,5
7.3,0.448,0.31,2.4,0.074,9,36.2,0.9962,3.41,0.54,9.4,6
7.7,0.476,0.49,1.8,0.115,20,112,0.9968,3.284,0.71,9.3,5
7.5,0.52,0.168,2.14,0.085,12,35,0.9968,3.336,0.62,9.5,7
7,0.605,0.05,2,0.081,18.2,54,0.9953,3.38,0.62,9.8,5
7.2,0.725,0.05,4.65,0.086,4,11,0.99526,3.41,0.582,10.9,5
7.2,0.725,0.05,4.65,0.086,7.4,11,0.9962,3.41,0.674,10.9,5
7.5,0.52,0.11,2.5,0.0702,11,39,0.9973,3.42,0.58,9.6,5
7.3,0.705,0.07,1.6,0.076,6,15,0.9962,3.428,0.58,10.7,5
7.42,0.486,0.346,2,0.1494,13,58.4,0.9969,3.28,0.734,10.7,5
7.44,0.705,0.216,2,0.074,8,50.8,0.99628,3.34,0.95,10.5,6
7.7,0.576,0.08,2.04,0.076,15,27,0.9954,3.32,0.54,10.34,6
7.32,0.69,0.212,1.9,0.084,22.8,94,0.9961,3.31,0.48,10.06,5
8.3,0.675,0.26,2.1,0.084,11,43,0.9958,3.31,0.53,9.2,4
8.82,0.32,0.54,2.5,0.1062,22.6,83,0.9984,3.19,0.82,9.6,5
8.8,0.41,0.348,2.02,0.093,9,42,0.9986,3.54,0.668,10.5,5
8.8,0.41,0.64,2.2,0.093,9,42,0.99798,3.54,0.66,10.5,5
7.92,0.488,0.192,1.94,0.104,14,30,0.9966,3.392,0.55,10.7,6
6.7,0.75,0.148,2.34,0.086,12,56.6,0.9958,3.38,0.52,10.02,5
7.94,0.625,0.2,1.5,0.08,27,66.8,0.9972,3.292,1.12,9.54,4
6.2,0.547,0.108,1.88,0.069,3,23.4,0.9958,3.41,0.538,10.12,5
7.8,0.43,0.7,1.9,0.464,20.2,79.4,0.9974,3.13,1.28,9.4,5
7.4,0.5,0.47,2,0.086,21,73,0.99608,3.36,0.57,9.1,5
7.3,0.67,0.26,1.8,0.401,16,57.2,0.99708,3.16,1.14,9.4,5
6.3,0.3,0.48,1.8,0.069,18,61,0.99462,3.44,0.78,10.3,6
8.6,0.454,0.28,1.9,0.11,43.4,136,0.9972,2.93,1.95,9.38,6
7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.27,0.64,9.6,5
7,0.63,0.08,2.24,0.0736,8,24,0.9978,3.48,0.53,9.82,5
8.6,0.49,0.28,1.9,0.342,20,68.4,0.99486,3.1,1.95,10,6
5,1.02,0.04,1.4,0.045,41,85,0.99684,3.75,0.488,10.15,4
5.3,0.6,0.17,2.3,0.058,17,106,0.9932,3.85,0.6,12.9,6
7,0.5,0.25,2,0.07,3,22,0.99708,3.388,0.63,9.2,5
8.3,0.436,0.33,1.68,0.084,11,50,0.9972,3.4,0.61,10.2,6
8.1,0.545,0.18,4.59,0.08,15.4,35,0.99614,3.3,0.59,9,6
8.1,0.718,0.22,2.1,0.0846,12,65,0.9967,3.28,0.51,9.2,5
7.2,0.49,0.24,2.2,0.07,5,36,0.996,3.33,0.48,10.22,5
8.1,0.575,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2,5
7.8,0.541,0.68,1.7,0.467,14,69,0.996,3.08,1.114,9.54,5
6.2,0.587,0.31,1.7,0.088,17.4,64,0.9969,3.46,0.642,9.3,5
8,0.306,0.53,2.4,0.0986,18,79.4,0.99496,3.184,0.8,9.6,6
9.58,0.785,0.52,4.88,0.122,37,153,0.99504,3.21,0.726,9.3,5
8.4,0.701,0.09,2.2,0.084,33.4,108,0.9964,3.26,0.66,9.54,5
8.4,0.6,0.258,2.74,0.0964,28,111,0.9964,3.15,0.678,9.48,5
10.1,0.31,0.484,2.3,0.08,22,46,0.9988,3.32,0.67,9.7,6
7.8,0.56,0.242,1.8,0.104,12,47,0.9964,3.3,0.554,9.5,5
7.8,0.56,0.12,2.34,0.0768,7,20.6,0.99716,3.37,0.5,9.4,6
8.22,0.55,0.04,2.2,0.119,14,33.8,0.9962,3.21,0.6,10.14,6
8.8,0.645,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,6
6.9,0.695,0,1.78,0.075,3,13,0.998,3.49,0.52,9.2,5
8,0.799,0,2.6,0.08,11,34,0.9976,3.44,0.688,10.5,5
7.8,0.697,0.17,1.6,0.082,21,102,0.996,3.39,0.48,9.66,5
8.26,0.62,0.04,1.9,0.0796,27,90,0.9984,3.16,0.7,9.56,5
7.58,0.44,0.16,2.1,0.065,3,16,0.9958,3.318,0.698,10.5,7
7.8,0.47,0.17,2,0.0832,6,19,0.9955,3.42,0.57,9.4,5
10.14,0.745,0.56,3.39,0.115,30,92.2,0.99784,3.24,0.66,10.1,5
6.5,0.718,0.09,2.3,0.049,17,28,0.9937,3.63,0.63,13,5
5.6,0.5,0.09,1.88,0.049,17,99,0.99532,3.63,0.578,13,5
6.6,0.5,0.01,1.5,0.06,13,26,0.9952,3.4,0.61,9.8,6
7.9,1.04,0.05,4.48,0.084,13,29,0.99654,3.352,0.55,9.9,6
7.42,0.745,0.11,1.9,0.09,16,63,0.9965,3.254,0.82,9.6,5
8.72,0.715,0.218,1.8,0.1378,10,52,0.9968,3.232,0.77,9.5,5
7.2,0.415,0.36,2,0.081,15,40.8,0.9972,3.48,0.64,9.2,5
7.8,0.56,0.19,2.1,0.0662,15,105,0.9962,3.33,0.618,9.5,5
7.8,0.56,0.19,2,0.081,17,108,0.99636,3.32,0.54,9.5,5
8.42,0.745,0.136,1.9,0.09,22.8,63,0.9965,3.19,0.508,9.6,5
8.3,0.715,0.15,1.8,0.089,10,52,0.9951,3.23,0.77,9.78,5
6.3,0.39,0.08,1.7,0.066,9.4,20,0.9975,3.34,0.544,9.4,5
8.1,0.344,0.55,1.8,0.117,32,115.6,0.9968,3.268,0.62,9.4,5
5.8,0.68,0.02,1.9,0.087,21,94,0.9961,3.456,0.52,10.04,5
7.6,0.49,0.26,1.6,0.236,10,88,0.9973,3.11,0.8,9.3,5
6.9,0.49,0.1,2.34,0.074,12.2,30,0.9957,3.42,0.58,10.2,6
8.12,0.424,0.44,2.12,0.089,11,43,0.9975,3.53,0.708,11.18,6
7.3,0.33,0.156,2.1,0.077,8.4,11,0.99582,3.33,0.53,10.3,6
7.5,0.763,0.03,1.8,0.095,25,99,0.995,3.35,0.54,9.88,5
7.5,0.6,0.03,2.94,0.095,25,99,0.99588,3.35,0.54,9.5,5
7.1,0.43,0.42,5.5,0.071,28,100.4,0.99814,3.42,0.71,10.54,5
7.54,0.482,0.42,5.5,0.072,29,129,0.9973,3.42,0.72,10.5,5
7.84,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.36,5
7.1,0.657,0,2.02,0.0838,12,45.2,0.9969,3.336,0.638,10.02,5
6.8,0.6,0.18,1.9,0.079,31.8,86,0.9968,3.59,0.632,9.3,6
7.6,0.95,0.03,3.18,0.09,9.8,20,0.99628,3.2,0.57,9.6,5
7.6,0.68,0.106,1.3,0.072,5.6,20,0.99714,3.17,0.54,9.2,4
7.82,0.582,0.26,7.2,0.07,35,121,0.9981,3.282,0.61,9.4,5
6.8,0.64,0.1,2.1,0.085,22.6,101,0.9956,3.34,0.55,10.2,5
7.3,0.777,0.03,2.2,0.072,11.8,42,0.99664,3.37,0.516,9,4
6.48,0.642,0.064,2.1,0.089,11,44,0.99552,3.47,0.55,10.4,6
7.9,0.728,0.03,1.84,0.058,4,8,0.99634,3.36,0.33,9.1,4
8,0.42,0.17,2,0.073,20.8,57.2,0.9972,3.29,0.61,9.2,6
8,0.42,0.35,2.6,0.073,6,18,0.9972,3.29,0.61,9.2,6
7.52,0.62,0.05,1.9,0.068,12.8,26.8,0.99716,3.42,0.572,11.5,6
7.3,0.519,0.11,2,0.08,7,35,0.99508,3.33,0.55,9.5,5
7.3,0.38,0.298,2,0.08,7,35,0.9961,3.29,0.47,9.73,5
7,0.805,0,2.5,0.068,7,20,0.9969,3.48,0.56,9.6,5
8.8,0.61,0.23,2.12,0.067,10,42,0.99514,3.19,0.59,9.5,5
8.8,0.61,0.14,2.14,0.1028,10,57,0.9969,3.19,0.59,9.5,5
8.9,0.536,0.49,2.52,0.116,23,110,0.9972,3.198,1.02,9.3,5
7.2,0.73,0.036,2.28,0.102,16,42,0.9972,3.44,0.52,9.3,5
6.7,0.62,0.114,1.88,0.079,8,62,0.9967,3.52,0.654,9.3,6
8.9,0.522,0.422,4,0.111,26,85,0.9966,3.26,0.53,9.7,5
7.08,0.705,0.1,2.44,0.084,9,26,0.99596,3.39,0.49,10.2,5
7.9,0.5,0.33,2,0.084,15,143,0.9963,3.2,0.58,9.58,5
8.2,0.5,0.35,2.9,0.077,21,127,0.99558,3.23,0.584,9.4,5
7.24,0.37,0.25,2.28,0.074,21,49,0.9974,3.57,0.62,11.64,6
6.8,0.63,0.196,3.8,0.0956,16,126,0.9969,3.28,0.61,9.5,5
7.6,0.564,0.21,2.2,0.0822,7,28,0.9964,3.28,0.55,9.7,5
7.8,0.59,0.302,3,0.074,29.2,120,0.9968,3.25,0.54,10.08,5
7.3,0.58,0.3,2.4,0.074,15,51.8,0.9968,3.322,0.59,10.2,5
11.5,0.3,0.456,2,0.0744,8.8,24.4,0.9981,3.11,0.942,10.1,6
5.4,0.835,0.08,1.2,0.046,13,93,0.9924,3.57,0.85,13,7
6.9,0.796,0.06,1.86,0.061,12,31,0.9948,3.51,0.43,11.4,4
9.56,0.37,0.48,2.1,0.097,39,145,0.99574,3.04,0.762,9.3,5
6.8,0.5,0.11,1.5,0.068,16,49,0.9954,3.374,0.528,9.5,5
8.68,0.42,0.35,1.6,0.072,16,39,0.9961,3.206,0.532,9.2,5
8.04,0.43,0.36,1.6,0.089,14,51.2,0.99554,3.34,0.672,9.2,6
8.38,0.3,0.358,2.6,0.0812,9,28,0.99538,3.288,0.77,11.46,7
7.8,0.57,0.112,1.8,0.069,26,69,0.9962,3.384,0.53,10.32,5
8.86,0.44,0.302,2.5,0.1,18,95,0.99606,3.22,0.67,9.4,5
9.9,0.3,0.58,2.58,0.054,7,23.4,0.99622,3.31,0.88,10.5,7
8,0.725,0.066,2.8,0.083,26.8,62,0.99664,3.35,0.56,10,6
8.42,0.505,0.26,2.2,0.0736,28,74.2,0.99714,3.3,0.43,9.92,5
7.8,0.735,0.08,2.32,0.092,10,31.6,0.9974,3.24,0.71,9.8,6
7,0.49,0.49,5.6,0.06,26,121,0.9962,3.34,0.636,10.5,5
8.7,0.625,0.16,2,0.101,19.8,49,0.9962,3.246,0.552,9.84,5
8.18,0.725,0.178,2.2,0.0782,11,41,0.99654,3.326,0.688,10.22,5
7.7,0.629,0.19,1.9,0.076,10,35.8,0.9957,3.302,0.54,9.7,5
7.8,0.53,0.33,2.4,0.08,24,144,0.99464,3.3,0.554,9.5,5
8.26,0.627,0.26,2.45,0.101,16,72,0.99794,3.15,0.57,9.4,5
6.8,0.61,0.034,1.94,0.1068,5,10,0.9952,3.422,0.6,9.5,5
8.76,0.543,0.25,2,0.083,8,28,0.9981,3.28,0.56,10,6
