8.34,40.77,1010.84,90.01
23.64,58.49,1011.4,74.2
21.9723,56.9,1007.15,81.8006
11.8,40.66,1016.3101000000007,80.53690000000002
13.97,39.16,1012.1699000000002,84.6
22.1,53.863899999999994,1008.2,75.38
14.47,41.76,1021.98,78.41
6.77,40.29289999999998,1017.8,81.13
22.99,46.93,1014.15,49.42
23.416299999999982,61.57540000000001,1015.3690999999994,64.6042
8.14,40.06689999999994,1009.04,80.33
16.92,44.6,1016.6977000000005,58.75
22.72,63.282099999999986,1021.14,68.42669999999997
18.14,43.56,1013.5091999999995,47.1
11.49,44.63,1020.44,86.04
9.94,40.46,1018.9,68.51
14.9,52.05,1015.11,82.0139
33.8,64.96,1004.88,49.37
25.37,68.31,1011.12,70.99
7.29,39.27119999999996,1015.9479999999999,89.19
13.55,40.71,1016.4736000000005,75.44
9.735800000000005,41.0826,1025.53,85.09860000000005
7.84,39.457600000000006,1018.21,77.12179999999998
27.17,67.45,1015.67,50.68099999999997
13.42,41.534699999999994,994.17,95.79
20.77,52.80239999999999,1012.4,68.90109999999999
30.98,67.45,1015.18,45.4
16.64959999999998,52.75,1024.3,59.75899999999993
22.56,70.37510000000002,1005.85,93.09
25.91,62.91100000000003,1018.23,62.65
8.24,39.61,1017.99,78.17909999999998
24.66,60.29,1016.5869999999996,59.56
29.31,68.67,1006.18,64.87700000000001
18.28,45.63740000000001,1016.99,33.71
26.96,65.34,1014.8317999999999,46.93
21.83980000000001,65.46,1007.8427000000006,87.68
27.37,66.06349999999999,1007.4644000000002,65.25
16.3,39.63,1004.64,78.965
24.75669999999999,48.6,1002.43,67.32
8.19,41.66,1016.57,75.38
25.28,67.69,1007.3416000000002,76.38040000000002
21.47,70.32,1011.72,88.36
26.072299999999995,63.837099999999985,1014.37,32.97
31.12,69.9118,1009.61,54.934200000000004
15.99,39.63,1006.09,89.92
23.7,69.23,1011.73,73.18
29.11,74.9,1003.31,71.31019999999992
23.73,61.02,1009.71,78.7
15.92,41.2,1008.9196999999999,73.37
33.4,70.8,1009.17,57.01
31.161199999999997,68.3,1015.58,41.55
29.02800000000001,74.99,1002.48,71.91
17.74,50.88,1015.56,80.70410000000003
27.13,59.54,1008.4433000000001,73.27
34.2,68.14,1002.7,56.09
19.13,49.71469999999996,1009.3864000000015,94.92
10.225100000000005,41.06,1019.9790999999996,76.63
24.626400000000018,48.92,1010.48,44.45
30.1,66.25,1009.38,65.41
29.92,70.73690000000005,1009.12,67.15
29.63,66.75,1008.8331000000004,58.46
26.65779999999998,77.17,1009.49,79.75079999999998
31.66,73.91,1004.49,58.60299999999998
29.725099999999987,61.5,1009.64,39.95
6.31,41.03370000000001,1004.61,77.74
23.4,66.42389999999999,1009.48,88.82
33.62,77.17,1011.1168999999995,48.14669999999997
8.3023,43.65,1019.87,77.61529999999999
26.82029999999999,64.67859999999999,1008.51,65.49
26.37,54.5,1010.9987,57.19820000000002
21.24,48.94580000000005,1012.6,49.27
23.82049999999999,58.05,1011.69,69.97
26.63,61.58039999999997,1012.66,56.86899999999997
18.87,52.08,1005.25,99.19
5.12,40.78,1025.45,96.88
23.593899999999998,46.863700000000016,1008.09,45.87
24.0226,58.2,1015.2006999999992,61.284800000000004
22.92,61.9,1013.27,78.32
12.55,38.91,1012.58,75.44
10.157999999999994,41.44,1015.09,86.8
10.28,41.736799999999995,1018.44,85.23
30.31,77.24,1005.753099999999,67.84
23.954200000000014,71.06,1006.7204999999994,92.52
27.14549999999999,68.07449999999996,1009.65,62.03
20.18,56.53,1020.3,73.47919999999992
18.419300000000007,54.39010000000001,1014.08,80.21469999999995
22.1,74.87,1011.2226,82.57289999999995
11.967100000000007,37.14,1013.03,74.99
25.07800000000001,49.3,1010.2176999999994,52.85
23.25,70.32,1009.28,88.44200000000001
22.7,60.84,1019.15,71.48
23.092800000000008,60.99459999999996,1013.83,72.32680000000002
