0.2591,0.0,21.89,0.0,0.6627500000000001,6.0649999999999995,96.0,1.7883,4.0,437.0,21.2,394.645,15.57,14.526801
0.773,0.0,8.14,0.0,0.538,6.495,94.4,4.4547,9.5,396.75,21.0,367.7125,21.055000000000003,14.605007
20.0849,0.0,18.1,0.0,0.7235,4.368,91.2,1.4395,24.0,666.0,20.2,285.83,30.63,8.413583
9.5957,0.0,18.1,0.0,0.693,6.404,93.05000000000001,1.8678499999999998,24.0,666.0,19.174999999999997,376.11,16.2275,16.007044
0.0091,90.0,2.97,0.0,0.4,7.088,20.8,6.2719000000000005,1.0,285.0,15.3,394.72,7.85,31.733917
3.4743,0.0,18.1,1.0,0.718,8.78,97.3,1.9047,24.0,666.0,20.2,382.7975,5.29,53.0393
0.296575,0.0,12.469999999999999,0.0,0.55,6.642,78.80000000000001,3.4211,5.0,276.0,19.975,392.78,9.69,26.06322
0.463,0.0,6.1625,0.0,0.4785,7.412,76.9,3.6715,8.0,307.0,18.175,376.14,5.25,39.170143
1.1929,0.0,18.4525,0.0,0.624,6.326,95.125,2.271,4.0,437.0,21.2,396.9,13.1475,18.573885
0.1671,0.0,11.372499999999999,0.25,0.507,6.951,88.5,2.8617,8.0,307.0,19.175,391.7,9.71,28.495676
0.54165,0.0,8.14,0.0,0.541,6.674,87.3,3.479775,4.0,307.0,21.0,346.2525,11.98,22.75607
0.8027,0.0,8.14,0.0,0.538,5.456,70.30000000000001,3.7965,4.0,307.0,21.0,288.99,11.69,18.66976
1.0571000000000002,0.0,10.01,0.0,0.547,6.09575,72.5,2.7301,9.5,432.0,17.8,393.3,12.04,23.11214
0.0537,48.75,13.92,0.5,0.437,6.549,51.0,5.9604,4.0,289.0,16.975,392.85,7.39,24.0564
6.1343250000000005,0.0,18.1,0.0,0.693,5.349,95.94999999999999,2.2774,24.0,666.0,20.2,396.9,19.77,13.201695
0.042,28.0,15.04,0.0,0.464,6.442,71.44999999999999,3.4117,4.0,270.0,17.225,395.01,8.16,23.116518
0.2536,0.0,9.9,0.0,0.544,6.198,77.7,3.014475,5.0,304.0,19.099999999999998,396.42,11.5,20.356466
1.8625500000000001,0.0,15.627500000000001,0.0,0.871,6.129,96.0,1.7494,5.0,435.0,14.7,321.02,15.12,16.862625
4.8714,0.0,18.1,0.0,0.724,5.85975,93.6,2.3053,24.0,666.0,20.2,396.21,18.68,19.04925
0.1096,0.0,21.457500000000003,0.0,0.573,6.794,94.425,2.3889,14.0,273.0,21.0,286.675,19.345,17.057915
0.0377,80.0,4.6825,0.25,0.404,7.274,38.3,7.309,3.0,329.0,18.3,392.2,6.5675,33.28484
0.041874999999999996,22.5,2.25,0.25,0.389,6.453,63.599999999999994,3.9994249999999996,1.0,300.0,16.325,394.72,4.7075,23.825386
0.6333500000000001,5.0,6.2,1.0,0.4690000000000001,6.879,74.525,3.482025,8.0,307.0,17.375,390.39,10.9725,29.351011
0.0143,100.0,1.32,0.0,0.411,6.816,48.25,4.412975,5.0,256.0,15.1,392.9,3.95,28.320877
0.015,90.0,2.6100000000000003,1.0,0.401,7.923,23.975,6.333825,1.0,292.5,13.6,395.52,3.16,43.71527
1.7922500000000001,0.0,10.9375,1.0,0.6699999999999999,6.726,66.5,3.6519,8.0,318.5,17.4,392.1275,8.05,26.966137
11.081199999999999,0.0,18.1,0.0,0.693,5.531,85.4,2.192275,24.0,666.0,20.2,329.46,27.38,13.171723
0.185525,17.0,10.94,0.25,0.547,6.07875,92.9,2.3534,6.0,299.5,17.8,394.95,13.120000000000001,18.401201
0.2694,0.0,9.4925,0.0,0.544,6.266,82.8,3.481375,4.0,304.0,18.4,393.39,7.9,22.574192
2.3793,0.0,19.58,0.0,0.5155000000000001,6.13,100.0,1.4191,5.0,403.0,17.65,172.91,27.8,11.379128
5.5811,0.0,18.1,0.0,0.713,6.436,87.9,2.3158,24.0,666.0,20.2,308.7925,16.22,16.98994
0.0717,0.0,10.8275,0.0,0.581,6.004,84.1,2.1974,2.0,383.25,19.1,377.67,14.27,20.21419
4.2613,0.0,18.1,0.0,0.77,6.112,91.5,2.5091,24.0,666.0,20.2,358.3825,18.4,18.92728
