6.54,0.42,0.09,2.3,0.054,34.0,105.8,0.99736,3.43,0.68,10.4,4.9355206
7.3,0.59,0.26,2.0,0.08,17.0,104.0,0.9958,3.28,0.618,10.96,5.54968
7.8,0.64,0.138,6.0,0.084,5.0,31.4,0.99604,3.37,0.6,10.1,5.45176
10.6,0.44,0.47,2.5,0.071,9.0,29.6,0.9981,3.248,0.65,10.8,6.413414
6.8,0.775,0.0,2.8,0.102,8.0,23.0,0.9965,3.45,0.56,10.7,5.43224
8.02,0.23,0.4,1.6,0.0726,21.0,67.0,0.99722,3.258,0.63,11.1,6.2043953
7.6,0.416,0.0,2.2,0.076,33.0,45.0,0.9959,3.31,0.62,10.7,6.0809774
7.8,0.63,0.104,1.7,0.1,14.0,32.4,0.9961,3.288,0.62,9.5,5.493942
8.8,0.61,0.222,2.8,0.088,19.0,46.0,0.9976,3.26,0.51,10.24,5.441744
7.5,0.49,0.414,2.6,0.332,30.6,14.0,0.99692,3.21,0.9,10.5,6.2818217
7.4,0.785,0.19,3.42,0.0672,19.0,98.0,0.9971,3.374,0.578,9.6,4.9124913
11.8,0.4,0.52,2.0,0.0738,13.2,54.0,0.99614,3.03,0.66,10.2,5.81016
7.1,0.715,0.0,2.35,0.071,21.0,71.8,0.9963,3.29,0.572,9.92,5.434073
7.1,0.755,0.15,4.38,0.098,20.0,84.0,0.9959,3.19,0.692,10.14,5.222744
8.26,0.519,0.24,2.4,0.077,18.0,34.0,0.9948,3.392,0.6,10.58,5.824867
7.6,0.583,0.12,1.9,0.091,16.4,40.4,0.9956,3.44,0.48,10.18,5.2763467
5.1,0.42,0.0,2.44,0.044,18.0,88.0,0.99674,3.57,0.73,13.6,7.2787895
7.5,0.58,0.56,3.1,0.153,5.0,22.6,0.9948,3.21,1.03,11.6,6.041733
8.5,0.326,0.56,3.74,0.108,35.0,61.6,0.99742,3.356,0.75,10.5,5.98354
7.84,0.545,0.06,2.12,0.087,20.6,42.6,0.9965,3.36,0.606,10.44666,5.9383674
8.28,0.42,0.364,3.3,0.105,33.0,98.0,1.001,3.2,0.95,9.2,5.4892282
