7.4,0.42,0.09,2.3,0.054,34.0,63.0,3.364,0.68,10.4,5.825
7.3,0.59,0.26,2.0,0.08,17.0,104.0,3.28,0.664,10.7,5.6425
7.8,0.64,0.222,6.0,0.0852,5.0,25.2,3.37,0.59,10.1,5.1575
8.84,0.44,0.47,2.5,0.1078,9.0,26.4,3.284,0.65,10.8,5.6575
6.8,0.775,0.0,2.56,0.102,8.0,23.0,3.45,0.56,10.7,5.285
9.3,0.23,0.4,1.6,0.0738,21.0,67.0,3.192,0.63,11.1,6.1325
7.6,0.53,0.0,2.06,0.076,33.0,45.0,3.31,0.62,10.7,5.824999999999999
7.8,0.63,0.116,1.7,0.1,14.0,30.0,3.354,0.62,9.5,5.3549999999999995
8.8,0.61,0.224,2.8,0.088,16.0,46.0,3.26,0.51,10.34,5.4125
7.5,0.49,0.49,2.6,0.332,14.6,14.0,3.21,0.9,10.5,5.72
7.4,0.785,0.19,2.28,0.1334,19.0,98.0,3.33,0.624,9.6,5.16
10.76,0.4,0.52,2.0,0.0758,15.2,54.0,3.03,0.66,10.2,5.74
7.1,0.715,0.0,2.35,0.071,21.0,83.4,3.29,0.678,9.8,5.1575
7.1,0.755,0.15,2.22,0.0994,20.0,84.0,3.19,0.622,10.32,5.452500000000001
7.84,0.563,0.24,2.18,0.077,18.0,34.0,3.364,0.6,10.18,5.7425
7.46,0.555,0.12,1.9,0.091,23.8,44.2,3.44,0.48,9.47,5.25
5.1,0.42,0.0,2.2,0.044,18.0,88.0,3.446,0.73,13.6,6.6325
7.5,0.58,0.56,3.1,0.153,5.0,33.4,3.21,1.03,11.6,6.08
8.5,0.492,0.56,4.54,0.1834,35.0,73.4,3.234,0.75,10.5,5.5425
7.04,0.545,0.06,2.46,0.087,16.0,24.4,3.36,0.624,10.28,5.825
8.4,0.42,0.42,3.3,0.105,33.0,98.0,3.2,0.95,9.2,5.37
7.68,0.597,0.208,2.7,0.077,22.2,64.2,3.376,0.54,10.24,5.46
6.9,0.543,0.11,2.0,0.043,6.0,12.0,3.3,0.65,10.84,5.907500000000001
7.1,0.55,0.0,2.3,0.087,17.8,39.2,3.45,0.53,10.4,5.6274999999999995
7.5,0.685,0.07,2.5,0.058,5.0,18.0,3.38,0.55,10.9,5.202500000000001
7.3,0.48,0.252,2.57,0.062,31.0,54.0,3.3,0.65,10.84,6.0125
7.6,0.41,0.272,1.76,0.08,4.0,11.6,3.28,0.59,9.5,5.4625
11.2,0.411,0.55,2.3,0.084,6.0,13.0,3.17,0.71,9.5,5.722499999999999
7.9,0.52,0.258,1.9,0.079,42.0,140.0,3.258,0.54,9.5,5.295
7.9,0.545,0.06,4.0,0.087,27.0,61.0,3.36,0.614,10.7,5.6625000000000005
7.02,0.71,0.058,1.6,0.092,22.0,39.4,3.42,0.58,10.0,5.2275
7.2,0.416,0.44,2.6,0.066,22.0,88.0,3.262,0.84,10.52,5.9375
8.0,0.36,0.34,2.2,0.073,16.0,25.0,3.28,0.66,11.12666,6.24
5.6,0.66,0.0,2.5,0.066,7.0,15.0,3.52,0.58,10.94,5.185
9.58,0.541,0.388,2.48,0.071,17.0,65.0,3.22,0.78,10.1,5.57
7.2,0.835,0.0,2.0,0.166,4.0,11.0,3.39,0.52,10.0,4.574999999999999
8.1,0.448,0.292,2.28,0.075,8.4,17.0,3.32,0.69,11.06,6.1375
6.8,0.68,0.21,2.32,0.07,9.0,30.2,3.38,0.6,10.96,5.43
8.14,0.53,0.26,2.0,0.08,31.0,111.6,3.19,0.52,9.9,5.265000000000001
7.9,0.29,0.36,2.2,0.0798,20.0,59.0,3.31,0.67,11.0,6.0025
9.2,0.388,0.382,2.3,0.063,7.2,19.0,3.17,0.81,11.2,6.6225
8.2,0.527,0.09,2.0,0.07,7.8,10.0,3.28,0.652,11.8,6.195
10.5,0.394,0.494,2.1,0.112,6.0,24.0,3.154,0.9,11.0,6.095
7.08,0.35,0.096,2.0,0.067,28.0,48.0,3.43,0.54,10.4,5.775
6.9,0.41,0.33,2.2,0.081,22.0,36.0,3.438,0.75,11.36,6.5
8.9,0.41,0.464,2.06,0.101,6.6,10.0,3.21,0.59,11.1,5.802499999999999
7.6,0.9,0.104,2.5,0.079,5.0,21.0,3.39,0.56,9.8,4.93
7.4,0.635,0.104,1.98,0.0896,11.2,18.0,3.41,0.59,10.3,5.547499999999999
8.2,0.408,0.342,1.9,0.057,43.0,74.0,3.292,0.72,12.0,6.1225000000000005
8.28,0.4,0.31,2.8,0.09,13.0,40.6,3.27,0.63,10.5,5.615
6.5,0.4,0.1,2.0,0.076,30.0,53.8,3.36,0.48,9.4,5.31
8.64,0.55,0.298,2.6,0.091,18.0,48.0,3.22,0.64,10.3,5.6499999999999995
7.74,0.616,0.04,2.68,0.066,10.8,20.0,3.458,0.518,9.98,5.17
8.0,0.563,0.226,2.44,0.08,27.4,75.6,3.424,0.49,10.3,5.324999999999999
7.1,0.72,0.076,1.7,0.136,24.0,74.2,3.394,0.94,10.0,5.2575
6.86,0.62,0.03,1.5,0.08,6.0,15.8,3.66,0.62,10.1,5.355
7.4,0.37,0.43,2.6,0.1182,18.0,82.0,3.224,0.632,10.16666,5.4350000000000005
6.5,0.9,0.054,1.6,0.052,7.0,17.0,3.558,0.564,10.36,4.9399999999999995
8.8,0.45,0.374,1.4,0.076,12.0,21.0,3.21,0.75,10.2,5.8
7.5,0.692,0.2,8.1,0.098,30.0,111.8,3.2,0.58,11.26,5.505
6.48,0.77,0.0,3.44,0.066,34.0,52.0,3.62,0.68,10.56,5.609999999999999
