0.0063,18,2.31,0,0.538,6.575,80.36,3.5909,1,296,17.34,396.9,4.98,24
0.14344,24,3.8,0,0.469,7.185,61.1,4.9671,2,254.4,17.8,392.83,4.03,34.7
0.0691,0,2.18,0,0.458,7.147,45.7,6.0622,3,222,17.46,396.9,3.834,36.2
0.1446,12.5,7.87,0,0.524,6.0852,96.1,3.18146,5,311,15.2,396.9,19.15,27.1
0.2112,12.5,7.87,0,0.4478,5.631,59.3,6.0821,6.2,311,17.34,386.63,29.93,16.5
0.10984,12.5,7.87,0,0.524,6.004,83.06,3.53566,5,311,15.2,386.71,12.128,18.9
0.2249,12.5,9.916,0,0.524,6.377,94.3,3.73096,5,324.4,15.2,392.52,20.45,15
0.1175,12.5,7.87,0,0.524,5.7934,82.9,3.13566,5,311,15.2,396.9,13.27,18.9
0.10292,12.5,7.778,0,0.524,5.889,39,4.6841,5.2,311,17.68,386.932,15.71,21.7
0.6298,0,11.358,0,0.5302,6.142,61.8,3.57594,4,307,21,396.9,11.004,20.4
0.41098,0,8.14,0,0.529,6.0268,75.94,4.4619,4,307,21,380.02,10.26,18.2
0.6274,0,8.14,0,0.538,5.834,56.5,4.4986,4,307,21,395.62,14.218,19.9
1.0539,0,9.824,0,0.538,5.935,29.3,5.08376,4,326.4,21,389.064,8.454,23.1
0.7842,0,8.14,0,0.538,5.99,81.7,4.2579,4.4,307,21,382.968,14.67,17.5
0.7258,0,8.278,0,0.5368,5.9722,69.5,3.7965,4.8,307,21,390.95,11.28,18.2
0.39712,0,7.67,0,0.538,5.9576,89.2,4.0123,4.6,307,21,392.53,13.83,19.6
1.2325,0,8.14,0,0.538,6.056,91.7,3.9769,4.2,307,20.98,348.512,18.72,15.2
0.9884,0,8.14,0,0.5368,5.813,100,4.0952,4,307,21,394.54,19.88,14.5
0.7503,0,8.14,0,0.538,5.8288,94.1,4.3996,4,307,21,394.33,15.472,15.6
0.50534,5,8.14,0,0.4942,5.9918,61.84,4.682,4,307,21,376.88,13.886,16.6
0.9558,0,8.14,0,0.538,6.047,88.8,4.141,4,307,21,380.284,17.28,14.8
1.3547,0,9.12,0,0.538,5.9336,77.9,4.175,4,306.6,21,376.73,13.04,14.5
1.73846,0,8.14,0,0.538,5.6906,95,3.7872,8.2,307,20.44,222.384,19.974,13.1
0.87498,0,8.14,0,0.538,6.096,96.9,3.95024,4,307,21,248.31,20.34,13.5
0.0642,0,5.96,0,0.499,5.933,68.2,3.3603,5,279,18.56,396.9,9.68,18.9
0.0801,0,5.96,0,0.4668,5.85,41.5,4.84436,5,279,19.2,396.9,11.768,21
0.1751,0,6.644,0,0.499,5.966,30.2,3.8473,5,339.2,18.4,391.148,10.13,24.7
0.12886,75,2.95,0,0.428,7.062,21.8,5.68614,3,252,18.3,395.63,4.634,30.8
0.0336,75,3.914,0,0.428,7.024,15.8,5.4011,3.6,252,18.3,394.106,1.98,34.9
0.1274,18,6.91,0,0.448,6.77,34.6,4.81804,3,278.6,18.52,385.41,4.84,26.6
0.1214,0,6.91,0,0.448,6.169,6.6,4.91212,3.4,233,17.9,383.37,7.566,25.3
0.1227,0,9.902,0,0.4724,6.069,40,5.17894,3,233,17.9,389.39,9.55,21.2
0.13008,6,6.91,0,0.44318,6.0048,48.38,5.1004,3,233,17.9,396.9,12.224,19.3
0.2293,0,6.91,0,0.511,6.03,76.08,4.23826,3,233,17.9,392.74,18.8,16.6
0.2539,5,6.91,0,0.4626,5.399,68.3,5.87,3,242.2,17.9,396.9,30.81,14.4
0.13152,0,4.934,0,0.448,5.602,62,5.77824,3.8,233,17.9,396.9,16.2,19.4
0.1136,10.9,5.64,0,0.439,5.963,45.7,6.8147,5,271.4,18.82,395.56,13.45,19.7
