0.2591,0.0000,21.8900,0.0000,0.5449,6.3222,96.0000,1.7883,4.0000,437.0000,21.2000,363.2366,12.3697,22.7296
0.7730,0.0000,8.1400,0.0000,0.5449,6.4950,94.4000,4.4547,9.3241,406.9925,21.0000,363.2366,12.3697,22.7296
20.0849,0.0000,18.1000,0.0000,0.5449,4.3680,91.2000,1.4395,9.3241,666.0000,20.2000,285.8300,30.6300,22.7296
9.5957,11.0749,18.1000,0.0000,0.6930,6.4040,67.0036,3.7648,24.0000,666.0000,18.5438,376.1100,12.3697,22.7296
0.0091,90.0000,2.9700,0.0000,0.4000,7.0880,20.8000,3.7648,1.0000,285.0000,15.3000,394.7200,7.8500,22.7296
3.4743,0.0000,11.3926,1.0000,0.7180,8.7800,67.0036,1.9047,24.0000,666.0000,20.2000,363.2366,5.2900,22.7296
3.6126,0.0000,11.3926,0.0672,0.5500,6.6420,67.0036,3.4211,5.0000,276.0000,18.5438,392.7800,9.6900,22.7296
0.4630,0.0000,11.3926,0.0000,0.5449,7.4120,76.9000,3.6715,8.0000,307.0000,18.5438,376.1400,5.2500,22.7296
1.1929,0.0000,11.3926,0.0000,0.6240,6.3260,67.0036,2.2710,4.0000,437.0000,21.2000,396.9000,12.3697,22.7296
3.6126,0.0000,11.3926,0.0672,0.5070,6.9510,88.5000,2.8617,8.0000,307.0000,18.5438,391.7000,9.7100,22.7296
3.6126,0.0000,8.1400,0.0000,0.5449,6.6740,87.3000,3.7648,4.0000,307.0000,21.0000,363.2366,11.9800,22.7296
0.8027,0.0000,8.1400,0.0000,0.5380,5.4560,67.0036,3.7965,4.0000,307.0000,21.0000,288.9900,11.6900,22.7296
3.6126,0.0000,10.0100,0.0000,0.5470,6.3222,72.5000,2.7301,9.3241,432.0000,17.8000,393.3000,12.0400,22.7296
0.0537,11.0749,13.9200,0.0672,0.4370,6.5490,51.0000,5.9604,4.0000,289.0000,18.5438,392.8500,7.3900,22.7296
3.6126,11.0749,18.1000,0.0000,0.6930,5.3490,67.0036,3.7648,24.0000,666.0000,20.2000,396.9000,19.7700,22.7296
0.0420,28.0000,15.0400,0.0000,0.4640,6.4420,67.0036,3.7648,4.0000,270.0000,18.5438,395.0100,8.1600,22.7296
0.2536,0.0000,9.9000,0.0000,0.5440,6.3222,77.7000,3.7648,9.3241,304.0000,18.5438,396.4200,11.5000,22.7296
3.6126,0.0000,11.3926,0.0672,0.8710,6.1290,96.0000,1.7494,5.0000,406.9925,14.7000,321.0200,15.1200,22.7296
4.8714,0.0000,18.1000,0.0000,0.5449,6.3222,93.6000,2.3053,24.0000,406.9925,20.2000,396.2100,18.6800,22.7296
0.1096,0.0000,11.3926,0.0672,0.5730,6.7940,67.0036,2.3889,9.3241,273.0000,21.0000,363.2366,12.3697,22.7296
0.0377,80.0000,11.3926,0.0672,0.4040,7.2740,38.3000,7.3090,9.3241,329.0000,18.5438,392.2000,12.3697,22.7296
3.6126,11.0749,2.2500,0.0672,0.3890,6.4530,67.0036,3.7648,1.0000,300.0000,18.5438,394.7200,12.3697,22.7296
3.6126,11.0749,6.2000,1.0000,0.5449,6.8790,67.0036,3.7648,8.0000,307.0000,18.5438,390.3900,12.3697,22.7296
0.0143,100.0000,1.3200,0.0000,0.4110,6.8160,67.0036,3.7648,5.0000,256.0000,15.1000,392.9000,3.9500,22.7296
0.0150,90.0000,11.3926,1.0000,0.4010,7.9230,67.0036,3.7648,1.0000,406.9925,13.6000,395.5200,3.1600,22.7296
3.6126,0.0000,11.3926,1.0000,0.5449,6.7260,66.5000,3.6519,8.0000,406.9925,17.4000,363.2366,8.0500,22.7296
3.6126,0.0000,18.1000,0.0000,0.6930,5.5310,85.4000,3.7648,24.0000,666.0000,18.5438,329.4600,27.3800,22.7296
3.6126,11.0749,11.3926,0.0672,0.5470,6.3222,92.9000,2.3534,6.0000,406.9925,17.8000,394.9500,12.3697,22.7296
0.2694,0.0000,11.3926,0.0000,0.5440,6.2660,82.8000,3.7648,4.0000,304.0000,18.4000,393.3900,7.9000,22.7296
2.3793,0.0000,19.5800,0.0000,0.5449,6.1300,100.0000,1.4191,5.0000,403.0000,18.5438,172.9100,27.8000,22.7296
5.5811,11.0749,11.3926,0.0000,0.7130,6.4360,87.9000,2.3158,24.0000,666.0000,18.5438,363.2366,16.2200,22.7296
0.0717,0.0000,11.3926,0.0672,0.5810,6.0040,84.1000,2.1974,2.0000,406.9925,19.1000,377.6700,14.2700,22.7296
4.2613,0.0000,18.1000,0.0000,0.7700,6.1120,67.0036,2.5091,9.3241,666.0000,20.2000,363.2366,12.3697,22.7296
11.5779,11.0749,18.1000,0.0000,0.7000,5.0360,97.0000,1.7700,24.0000,666.0000,20.2000,396.9000,25.6800,22.7296
3.6126,11.0749,6.2000,0.0000,0.5449,6.5520,21.4000,3.3751,8.0000,307.0000,17.4000,380.3400,3.7600,22.7296
0.0613,40.0000,6.4100,1.0000,0.4470,6.8260,67.0036,3.7648,4.0000,254.0000,17.6000,393.4500,4.1600,22.7296
1.2518,11.0749,8.1400,0.0672,0.5380,5.5700,98.1000,3.7979,4.0000,307.0000,21.0000,376.5700,21.0200,22.7296
3.6126,0.0000,5.9600,0.0000,0.4990,6.3222,61.4000,3.3779,5.0000,279.0000,18.5438,363.2366,11.4100,22.7296
3.6126,11.0749,18.1000,0.0672,0.7400,6.6290,67.0036,2.1247,24.0000,666.0000,20.2000,363.2366,12.3697,22.7296
0.5578,11.0749,21.8900,0.0000,0.5449,6.3222,98.2000,2.1107,9.3241,406.9925,21.2000,394.6700,16.9600,22.7296
3.6126,0.0000,11.3926,0.0672,0.5070,6.9510,88.5000,2.8617,8.0000,307.0000,18.5438,391.7000,9.7100,22.7296
14.4383,0.0000,18.1000,0.0672,0.5970,6.8520,100.0000,1.4655,24.0000,666.0000,20.2000,179.3600,12.3697,22.7296
3.6126,0.0000,11.3926,0.0672,0.5449,5.8750,67.0036,1.1296,24.0000,666.0000,18.5438,347.8800,8.8800,22.7296
0.1644,22.0000,5.8600,0.0672,0.4310,6.4330,67.0036,3.7648,7.0000,330.0000,19.1000,374.7100,12.3697,22.7296
3.6126,0.0000,27.7400,0.0000,0.6090,6.3222,67.0036,1.8209,4.0000,711.0000,20.1000,395.0900,12.3697,22.7296
3.6126,0.0000,18.1000,0.0672,0.5970,4.6280,67.0036,3.7648,9.3241,666.0000,20.2000,28.7900,34.3700,22.7296
3.6126,0.0000,18.1000,0.0000,0.7000,6.3222,67.0036,3.7648,9.3241,666.0000,20.2000,394.4300,12.3697,22.7296
0.0351,95.0000,2.6800,0.0000,0.4161,7.8530,33.2000,3.7648,4.0000,406.9925,14.7000,392.7800,3.8100,22.7296
0.1588,11.0749,10.8100,0.0000,0.5449,5.9610,17.5000,5.2873,4.0000,305.0000,19.2000,363.2366,9.8800,22.7296
0.0347,35.0000,6.0600,0.0000,0.4379,6.3222,23.3000,6.6407,1.0000,304.0000,16.9000,362.2500,7.8300,22.7296
0.2617,0.0000,11.3926,0.0000,0.5440,6.3222,67.0036,2.8340,4.0000,304.0000,18.5438,396.3000,11.7200,22.7296
14.4208,0.0000,11.3926,0.0000,0.7400,6.3222,93.3000,3.7648,9.3241,406.9925,20.2000,27.4900,18.0500,22.7296
3.6126,25.0000,5.1300,0.0000,0.5449,6.3222,43.4000,7.9809,8.0000,406.9925,18.5438,363.2366,9.5000,22.7296
23.6482,11.0749,18.1000,0.0672,0.6710,6.3222,96.2000,1.3861,9.3241,666.0000,20.2000,363.2366,23.6900,22.7296
0.2288,0.0000,8.5600,0.0672,0.5200,6.4050,85.4000,3.7648,9.3241,384.0000,20.9000,70.8000,10.6300,22.7296
0.0493,33.0000,2.1800,0.0672,0.5449,6.8490,67.0036,3.1827,7.0000,406.9925,18.4000,396.9000,7.5300,22.7296
0.0556,70.0000,2.2400,0.0000,0.4000,6.3222,67.0036,7.8278,5.0000,358.0000,18.5438,371.5800,4.7400,22.7296
