0.0063,18.0,2.31,0.0,0.538,6.575,46.21000000000001,5.812619000000001,1.0,296.0,17.154000000000003,396.9,4.98
0.07356900000000005,12.145,3.7735999999999983,0.0,0.469,7.185,61.1,4.9671,2.0,247.03,17.8,392.83,4.03
0.0691,0.0,2.18,0.00999999999999997,0.458,7.147,41.313999999999986,6.0622,3.0,222.0,17.96,396.9,6.402699999999999
0.1446,12.5,7.87,0.11,0.524,6.139239999999997,96.1,3.5693020000000013,5.0,311.0,15.2,396.9,19.15
0.2112,12.5,7.87,0.0,0.49029799999999996,5.631,50.69100000000001,6.0821,5.24,311.0,17.595999999999997,386.63,29.93
0.3183129999999997,12.5,7.87,0.0,0.524,6.004,73.598,3.696058000000001,5.0,311.0,15.2,386.71,15.674600000000005
0.2249,12.5,7.542100000000001,0.15,0.524,6.377,94.3,3.5717840000000023,5.0,302.31,15.2,392.52,20.45
0.1175,12.5,7.87,0.0,0.524,6.043150000000001,82.9,3.4686600000000016,5.0,311.0,15.2,396.9,13.27
0.23293166666666662,12.5,7.3337,0.0,0.524,5.889,39.0,5.098788000000003,5.01,311.0,17.548000000000012,392.0558000000003,15.71
0.6298,0.0,8.411899999999987,0.0,0.5363399999999992,5.998739999999999,61.8,4.184797000000003,3.9,307.0,21.0,396.9,12.400499999999997
0.5100620000000002,0.3249999999999883,8.816199999999991,0.01999999999999996,0.5254899999999992,6.111909999999998,58.21125000000003,4.4619,4.09,307.0,21.0,380.02,10.26
0.6274,0.24999999999998693,8.14,0.0,0.538,5.834,56.5,4.4986,4.03,307.0,21.0,395.62,14.584399999999999
1.0539,0.0,9.594199999999992,0.0,0.538,5.935,29.3,4.3182640000000045,4.0,300.22,21.0,384.69110000000035,12.716700000000001
0.7842,0.0,8.14,0.0,0.538,5.99,81.7,4.2579,4.34,307.0,20.606000000000005,392.15890000000036,14.67
0.7258,0.0,8.797399999999989,0.0,0.5383399999999992,6.081699999999997,69.5,3.7965,3.99,307.0,21.0,390.95,11.28
0.7713479642857145,-1.410427330483799e-14,8.194299999999988,-3.441691376337985e-17,0.538,5.961720000000002,89.2,4.0123,4.52,307.0,21.0,392.53,13.83
1.2325,0.0,8.14,0.05,0.538,6.0002466666666665,91.7,3.9769,4.63,307.0,20.56,364.56250000000017,18.72
0.9884,0.12499999999998583,8.14,0.0,0.542089999999999,5.813,100.0,4.0952,4.17,307.0,21.0,394.54,19.88
0.7503,0.0,8.14,0.0,0.538,5.979710000000001,94.1,4.3996,4.0,307.0,21.0,394.33,17.205099999999995
0.581546,0.44999999999998785,8.14,0.0,0.5240599999999994,5.977609999999999,57.43825000000003,4.682,4.0,307.0,21.0,376.88,13.299499999999997
0.9558,-1.469047106184007e-14,8.14,0.0,0.538,6.047,88.8,4.0082889999999995,4.0,307.0,21.0,383.11840000000035,17.28
1.3547,0.0,9.54089999999999,0.0,0.538,6.001359999999997,61.43925000000004,4.175,4.0,305.25,21.0,376.73,13.04
