-2.3,0.568,4.776,3.99,3.17,0.15,0.27
-2.3,0.568,4.78,3.99,3.17,0.2,0.78
-2.3,0.568,4.78,4.032,3.17,0.225,1.18
-2.3,0.568,4.78,4.012,3.17,0.215,1.82
-2.3,0.568,4.78,3.99,3.15,0.29,3.76
-2.3,0.5588,4.78,3.99,3.134,0.35,7.16
-2.3,0.568,4.78,3.99,3.17,0.425,32.75
-2.3,0.569,4.78,3.04,3.64,0.125,0.04
-2.3,0.569,4.516,3.04,3.346,0.15,0.17
-2.3,0.569,4.78,3.04,3.64,0.175,0.37
-2.3,0.569,4.78,2.948,3.64,0.2,0.66
-2.3,0.569,4.916,3.284,3.64,0.25,1.06
-2.3,0.569,4.78,3.04,3.588,0.275,2.33
-2.3,0.569,4.78,2.948,3.64,0.3,3.29
-2.3,0.569,4.78,3.04,3.566,0.325,4.61
-3.4,0.576,4.78,3.04,3.64,0.31,7.11
-3.4,0.569,4.78,3.04,3.64,0.375,11.99
-2.3,0.569,4.78,3.04,3.64,0.4,21.09
-2.34,0.569,4.78,3.04,3.592,0.425,35.01
-2.3,0.565,4.78,5.35,2.76,0.145,0.09
-2.3,0.565,4.78,5.35,2.76,0.15,0.29
-2.3,0.565,4.78,5.35,2.76,0.175,0.56
-2.3,0.565,4.78,5.35,2.76,0.185,2.94
-2.3,0.565,4.78,5.35,2.76,0.18,4.21
-2.3,0.565,4.78,5.35,2.76,0.4,21.4
-3.4,0.565,4.78,5.35,2.76,0.425,33.14
-2.82,0.565,4.78,5.35,2.76,0.435,50.14
-2.3,0.564,5.124,3.95,3.53,0.215,0.2
-1.84,0.5452,4.916,3.398,3.53,0.175,0.65
-2.3,0.564,5.1,3.95,3.51,0.225,1.37
-2.3,0.564,5.116,3.95,3.53,0.25,1.97
-2.3,0.564,5.1,3.95,3.53,0.275,2.83
-2.3,0.564,5.1,3.95,3.53,0.3,3.99
-2.3,0.5664,5.1,3.906,3.53,0.325,5.19
-2.3,0.564,5.1,3.95,3.53,0.35,8.03
-2.3,0.5726,5.1,3.95,3.53,0.375,12.86
-2.3,0.564,5.1,3.95,3.53,0.4,21.51
-2.3,0.564,4.882,3.95,3.286,0.45,50.36
-1.86,0.5598,4.36,3.96,2.754,0.165,0.2
-2.4,0.5662,4.36,3.96,2.76,0.205,0.35
-2.4,0.5592,4.432,4.182,2.76,0.205,0.93
-2.4,0.574,4.76,4.04,3.168,0.225,1.37
-1.46,0.574,4.36,3.642,2.916,0.25,1.97
-1.4,0.574,4.36,3.96,2.754,0.215,2.83
-1.92,0.574,4.36,3.96,2.76,0.3,3.99
-2.4,0.572,4.436,4.288,2.76,0.345,12.86
-2.86,0.574,4.36,4.018,2.76,0.4,21.51
-2.4,0.574,4.36,4.04,2.76,0.425,33.97
-2.34,0.574,4.838,3.96,3.238,0.45,50.36
-2.4,0.568,4.34,2.98,3.154,0.175,0.12
-2.4,0.5504,4.692,3.768,3.15,0.19,0.26
-2.4,0.5604,4.34,2.98,3.136,0.175,0.43
-2.4,0.568,4.34,2.98,3.154,0.2,0.69
-2.4,0.5578,4.34,2.98,3.134,0.21,1.09
-2.4,0.568,4.34,2.98,3.15,0.25,1.67
-2.4,0.565,4.344,2.98,3.15,0.275,2.46
-2.4,0.5648,4.34,2.98,3.15,0.3,3.43
-2.4,0.568,4.34,2.98,3.15,0.325,4.62
-2.4,0.568,4.34,2.98,3.15,0.35,6.86
-2.4,0.568,4.34,2.98,3.15,0.375,11.56
-2.4,0.568,4.602,2.98,3.402,0.4,20.63
-2.4,0.568,4.34,2.98,3.158,0.425,34.5
-2.4,0.568,4.34,2.98,3.15,0.45,54.23
-2.3,0.562,5.14,4.938,3.216,0.125,0.28
-2.3,0.568,5.14,5.11,3.17,0.15,0.44
-2.3,0.5688,5.14,4.95,3.17,0.175,0.7
-2.3,0.5658,5.14,4.95,3.17,0.2,1.07
-2.3,0.562,5.14,4.95,3.17,0.225,1.57
-1.92,0.562,5.14,4.95,3.17,0.275,3.09
-2.3,0.5878,5.1,4.95,3.17,0.325,5.82
-2.82,0.562,5.132,4.95,3.17,0.425,32.34
-2.3,0.562,5.14,4.95,3.15,0.45,47.29
-2.4,0.5868,4.78,3.84,3.32,0.125,0.2
-2.4,0.585,4.78,3.84,3.32,0.15,0.38
-1.4,0.585,4.78,3.84,3.32,0.175,0.64
-2.4,0.585,4.78,3.84,3.32,0.225,1.36
-2.32,0.5498,4.84,3.492,3.418,0.25,1.98
-2.4,0.5886,4.78,3.84,3.32,0.25,2.91
-2.4,0.585,4.78,3.778,3.32,0.325,5.79
-2.36,0.585,4.78,3.84,3.32,0.345,8.04
-2.4,0.5674,4.844,3.836,3.32,0.375,12.15
-1.86,0.5518,4.78,3.84,3.218,0.4,19.18
-2.4,0.585,4.78,3.75,3.32,0.425,30.09
-2.32,0.585,4.692,3.84,3.208,0.45,44.38
-2.2,0.546,4.78,3.398,3.358,0.195,0.15
-2.2,0.546,4.78,4.13,3.07,0.175,0.32
-2.2,0.546,4.78,4.13,3.102,0.175,0.55
-2.2,0.546,4.78,4.13,3.07,0.2,0.86
-2.2,0.5472,4.778,4.13,3.07,0.225,1.24
-2.2,0.546,4.78,4.13,3.086,0.325,4.83
-1.94,0.5704,4.78,4.13,3.118,0.335,7.37
-2.2,0.546,4.78,4.074,3.07,0.375,12.76
-2.2,0.58,4.69,4.13,3.072,0.4,21.99
-1.86,0.546,4.78,4.13,3.07,0.45,53.07
0,0.565,4.92,4.448,3.15,0.15,0.11
