-2.3000,0.5680,nan,nan,3.1700,0.1500,0.2700
-2.3000,0.5680,4.7800,3.9900,3.1700,0.2000,0.7800
-2.3000,0.5680,4.7800,nan,3.1700,0.2250,1.1800
-2.3000,0.5680,4.7800,nan,3.1700,nan,1.8200
-2.3000,0.5680,4.7800,3.9900,nan,nan,3.7600
-2.3000,nan,4.7800,3.9900,nan,0.3500,7.1600
-2.3000,0.5680,4.7800,3.9900,3.1700,nan,32.7500
-2.3000,0.5690,4.7800,3.0400,3.6400,0.1250,0.0400
-2.3000,0.5690,nan,3.0400,nan,0.1500,0.1700
-2.3000,0.5690,4.7800,3.0400,3.6400,0.1750,0.3700
-2.3000,0.5690,4.7800,nan,3.6400,0.2000,0.6600
-2.3000,0.5690,nan,nan,3.6400,nan,1.0600
-2.3000,0.5690,4.7800,3.0400,nan,0.2750,2.3300
-2.3000,0.5690,4.7800,nan,3.6400,0.3000,3.2900
-2.3000,0.5690,4.7800,3.0400,nan,0.3250,4.6100
nan,nan,4.7800,3.0400,3.6400,nan,7.1100
nan,0.5690,nan,3.0400,3.6400,0.3750,11.9900
-2.3000,0.5690,nan,3.0400,3.6400,0.4000,21.0900
nan,0.5690,4.7800,3.0400,nan,nan,35.0100
-2.3000,0.5650,4.7800,5.3500,2.7600,nan,0.0900
-2.3000,0.5650,nan,5.3500,2.7600,0.1500,0.2900
-2.3000,0.5650,4.7800,5.3500,nan,0.1750,0.5600
-2.3000,0.5650,4.7800,5.3500,2.7600,nan,2.9400
-2.3000,0.5650,4.7800,5.3500,nan,nan,4.2100
-2.3000,0.5650,4.7800,5.3500,nan,0.4000,21.4000
nan,0.5650,4.7800,5.3500,nan,0.4250,33.1400
nan,0.5650,4.7800,nan,2.7600,nan,50.1400
-2.3000,0.5640,nan,3.9500,3.5300,nan,0.2000
nan,nan,nan,nan,3.5300,0.1750,0.6500
-2.3000,0.5640,5.1000,3.9500,nan,0.2250,1.3700
-2.3000,0.5640,nan,3.9500,3.5300,0.2500,1.9700
-2.3000,0.5640,5.1000,3.9500,3.5300,0.2750,2.8300
-2.3000,0.5640,5.1000,3.9500,3.5300,0.3000,3.9900
-2.3000,nan,5.1000,nan,3.5300,0.3250,5.1900
-2.3000,0.5640,5.1000,3.9500,3.5300,0.3500,8.0300
-2.3000,nan,5.1000,3.9500,3.5300,0.3750,12.8600
-2.3000,0.5640,5.1000,3.9500,3.5300,0.4000,21.5100
-2.3000,0.5640,nan,3.9500,nan,nan,50.3600
nan,nan,4.3600,3.9600,nan,nan,0.2000
nan,nan,4.3600,3.9600,2.7600,nan,0.3500
-2.4000,nan,nan,nan,2.7600,nan,0.9300
-2.4000,0.5740,nan,nan,nan,0.2250,1.3700
nan,0.5740,4.3600,nan,nan,0.2500,1.9700
nan,0.5740,4.3600,3.9600,nan,nan,2.8300
nan,0.5740,4.3600,3.9600,2.7600,0.3000,3.9900
-2.4000,nan,nan,nan,2.7600,nan,12.8600
nan,0.5740,4.3600,nan,2.7600,0.4000,21.5100
-2.4000,0.5740,4.3600,nan,2.7600,0.4250,33.9700
nan,0.5740,nan,3.9600,nan,0.4500,50.3600
-2.4000,0.5680,4.3400,2.9800,nan,nan,0.1200
-2.4000,nan,nan,nan,3.1500,nan,0.2600
-2.4000,nan,4.3400,2.9800,nan,0.1750,0.4300
-2.4000,0.5680,4.3400,2.9800,nan,0.2000,0.6900
-2.4000,nan,4.3400,2.9800,nan,nan,1.0900
-2.4000,0.5680,4.3400,2.9800,3.1500,0.2500,1.6700
-2.4000,nan,nan,2.9800,3.1500,0.2750,2.4600
-2.4000,nan,4.3400,2.9800,3.1500,0.3000,3.4300
-2.4000,0.5680,nan,2.9800,3.1500,0.3250,4.6200
-2.4000,0.5680,4.3400,nan,3.1500,0.3500,6.8600
-2.4000,0.5680,4.3400,2.9800,3.1500,0.3750,11.5600
-2.4000,0.5680,nan,2.9800,nan,0.4000,20.6300
-2.4000,0.5680,4.3400,2.9800,nan,0.4250,34.5000
-2.4000,0.5680,4.3400,2.9800,3.1500,0.4500,54.2300
-2.3000,0.5620,5.1400,nan,nan,0.1250,0.2800
-2.3000,nan,5.1400,nan,3.1700,0.1500,0.4400
-2.3000,nan,5.1400,4.9500,3.1700,0.1750,0.7000
-2.3000,nan,5.1400,4.9500,3.1700,0.2000,1.0700
-2.3000,0.5620,5.1400,4.9500,3.1700,0.2250,1.5700
nan,0.5620,5.1400,nan,3.1700,0.2750,3.0900
-2.3000,nan,nan,4.9500,3.1700,0.3250,5.8200
nan,0.5620,nan,4.9500,3.1700,0.4250,32.3400
-2.3000,0.5620,5.1400,4.9500,nan,0.4500,47.2900
-2.4000,nan,4.7800,3.8400,3.3200,0.1250,0.2000
-2.4000,0.5850,4.7800,3.8400,3.3200,0.1500,0.3800
nan,0.5850,4.7800,3.8400,3.3200,0.1750,0.6400
-2.4000,0.5850,4.7800,3.8400,3.3200,0.2250,1.3600
nan,nan,nan,nan,nan,0.2500,1.9800
-2.4000,nan,4.7800,3.8400,3.3200,nan,2.9100
-2.4000,0.5850,4.7800,nan,3.3200,0.3250,5.7900
nan,0.5850,4.7800,3.8400,3.3200,nan,8.0400
-2.4000,nan,nan,nan,3.3200,0.3750,12.1500
nan,nan,4.7800,3.8400,nan,0.4000,19.1800
-2.4000,0.5850,4.7800,nan,3.3200,0.4250,30.0900
nan,0.5850,nan,3.8400,nan,0.4500,44.3800
-2.2000,0.5460,4.7800,nan,nan,nan,0.1500
-2.2000,0.5460,4.7800,4.1300,3.0700,nan,0.3200
-2.2000,0.5460,4.7800,4.1300,nan,0.1750,0.5500
