-2.3,0.568,4.78,3.98,3.17,0.15,0.27
-2.3,0.568,4.78,3.99,3.17,0.2,0.78
-2.3,0.568,4.78,3.98,3.17,0.225,1.18
-2.3,0.568,4.78,3.982,3.17,0.25,1.82
-2.3,0.568,4.78,3.99,3.08,0.305,3.76
-2.3,0.5668,4.78,3.99,3.138,0.35,7.16
-2.3,0.568,4.78,3.99,3.17,0.425,32.75
-2.3,0.569,4.78,3.04,3.64,0.125,0.04
-2.3,0.569,4.608,3.04,3.64,0.15,0.17
-2.3,0.569,4.78,3.04,3.64,0.175,0.37
-2.3,0.569,4.78,3.04,3.64,0.2,0.66
-2.3,0.569,4.604,2.982,3.64,0.22,1.06
-2.3,0.569,4.78,3.04,3.64,0.275,2.33
-2.3,0.569,4.78,3.04,3.64,0.3,3.29
-2.3,0.569,4.78,3.04,3.64,0.325,4.61
-2.3,0.569,4.78,3.04,3.64,0.33,7.11
-2.32,0.569,4.78,3.04,3.64,0.375,11.99
-2.3,0.569,4.78,3.04,3.64,0.4,21.09
-2.3,0.569,4.78,3.04,3.64,0.425,35.01
-2.3,0.565,4.78,5.35,2.76,0.125,0.09
-2.3,0.565,4.612,5.35,2.76,0.15,0.29
-2.3,0.565,4.78,5.35,2.962,0.175,0.56
-2.3,0.565,4.78,5.35,2.76,0.275,2.94
-2.3,0.565,4.78,5.35,2.9,0.325,4.21
-2.3,0.565,4.78,5.35,2.916,0.4,21.4
-2.9,0.565,4.78,5.35,3.024,0.425,33.14
-2.38,0.565,4.78,4.862,2.76,0.45,50.14
-2.3,0.564,5.11,3.95,3.53,0.145,0.2
-1.92,0.572,5.102,3.988,3.53,0.175,0.65
-2.3,0.564,5.1,3.95,3.514,0.225,1.37
-2.3,0.564,5.1,3.95,3.53,0.25,1.97
-2.3,0.564,5.1,3.95,3.53,0.275,2.83
-2.3,0.564,5.1,3.95,3.53,0.3,3.99
-2.3,0.5578,5.1,3.888,3.53,0.325,5.19
-2.3,0.564,5.1,3.95,3.53,0.35,8.03
-2.3,0.5648,5.1,3.95,3.53,0.375,12.86
-2.3,0.564,5.1,3.95,3.53,0.4,21.51
-2.3,0.564,5.104,3.95,3.526,0.45,50.36
-1.84,0.574,4.36,3.96,2.742,0.15,0.2
-0.94,0.5722,4.36,3.96,2.76,0.17,0.35
-2.4,0.5702,4.528,5.072,2.76,0.195,0.93
-2.4,0.574,4.608,3.372,3.296,0.225,1.37
-3.38,0.574,4.36,3.776,2.918,0.25,1.97
-2.84,0.574,4.36,3.96,2.736,0.275,2.83
-2.84,0.574,4.36,3.96,2.76,0.3,3.99
-2.4,0.5688,4.78,3.966,2.76,0.375,12.86
-3.42,0.574,4.36,5.072,2.76,0.4,21.51
-2.4,0.574,4.36,4.794,2.76,0.425,33.97
-1.9,0.574,4.516,3.96,2.92,0.45,50.36
-2.4,0.568,4.34,2.98,3.15,0.125,0.12
-2.4,0.576,4.776,4.282,3.15,0.145,0.26
-2.4,0.5684,4.34,2.98,3.282,0.175,0.43
-2.4,0.568,4.34,2.98,3.15,0.2,0.69
-2.4,0.569,4.34,2.98,3.38,0.225,1.09
-2.4,0.568,4.34,2.98,3.15,0.25,1.67
-2.4,0.5686,4.34,2.98,3.15,0.275,2.46
-2.4,0.5684,4.34,2.98,3.15,0.3,3.43
-2.4,0.568,4.34,2.98,3.15,0.325,4.62
-2.4,0.568,4.34,2.98,3.15,0.35,6.86
-2.4,0.568,4.34,2.98,3.15,0.375,11.56
-2.4,0.568,4.34,2.98,3.15,0.4,20.63
-2.4,0.568,4.34,2.98,3.15,0.425,34.5
-2.4,0.568,4.34,2.98,3.15,0.45,54.23
-2.3,0.562,5.14,4.95,3.2,0.125,0.28
-2.3,0.5632,5.14,4.95,3.17,0.15,0.44
-2.3,0.5632,5.14,4.95,3.17,0.175,0.7
-2.3,0.5638,5.14,4.95,3.17,0.2,1.07
-2.3,0.562,5.14,4.95,3.17,0.225,1.57
-2.28,0.562,5.14,4.95,3.17,0.275,3.09
-2.3,0.5702,5.062,4.95,3.17,0.325,5.82
-1.4,0.562,5.132,4.95,3.17,0.425,32.34
-2.3,0.562,5.14,4.95,3.238,0.45,47.29
-2.4,0.585,4.78,3.84,3.32,0.125,0.2
-2.4,0.585,4.78,3.84,3.32,0.15,0.38
-2.88,0.585,4.78,3.84,3.32,0.175,0.64
-2.4,0.585,4.78,3.84,3.32,0.225,1.36
-2.4,0.5652,4.984,4.224,3.248,0.25,1.98
-2.4,0.585,4.78,3.84,3.32,0.275,2.91
-2.4,0.585,4.78,3.84,3.32,0.325,5.79
-2.38,0.585,4.78,3.84,3.32,0.35,8.04
-2.4,0.568,4.988,4.344,3.32,0.375,12.15
-2.92,0.585,4.78,3.84,3.384,0.4,19.18
-2.4,0.585,4.78,3.68,3.32,0.425,30.09
-1.9,0.585,4.78,3.84,3.414,0.45,44.38
-2.2,0.546,4.78,4.062,3.102,0.145,0.15
-2.2,0.546,4.78,4.13,3.07,0.145,0.32
-2.2,0.546,4.78,4.13,2.946,0.175,0.55
-2.2,0.546,4.78,4.13,3.07,0.2,0.86
-2.2,0.546,4.774,4.13,3.07,0.225,1.24
-2.2,0.546,4.78,4.13,3.024,0.325,4.83
-1.8,0.546,4.78,4.13,3.102,0.35,7.37
-2.2,0.546,4.78,4.152,3.07,0.375,12.76
-2.2,0.546,4.91,4.13,3.286,0.4,21.99
-2.3,0.546,4.78,4.13,3.07,0.45,53.07
0,0.565,4.774,4.018,3.15,0.125,0.11
0,0.565,4.77,3.99,3.15,0.15,0.24
0,0.565,4.77,3.99,3.15,0.175,0.49
0,0.565,4.77,3.99,3.15,0.2,0.79
-1.38,0.565,4.776,3.99,3.15,0.225,1.28
-1.94,0.565,4.77,3.99,3.15,0.25,1.96
0,0.565,4.77,3.99,3.15,0.275,2.88
-2.38,0.565,4.774,3.99,3.15,0.375,14.93
0,0.565,4.77,3.99,3.15,0.4,24.13
0,0.565,4.77,3.99,3.15,0.425,38.12
-5,0.565,4.77,3.99,3.15,0.19,0.7
-5,0.565,4.77,3.99,3.15,0.25,1.83
-2.38,0.5668,4.844,3.99,3.226,0.275,2.77
-2.38,0.568,4.77,3.99,3.138,0.325,5.41
-5,0.565,4.77,3.99,3.15,0.35,7.87
-5,0.565,4.78,3.99,3.15,0.4,21.02
-0.92,0.565,4.77,3.99,3.15,0.425,34.58
-5,0.565,4.77,3.99,3.15,0.45,51.77
-2.38,0.565,5.1,3.952,3.51,0.125,0.08
0,0.565,5.1,3.94,3.51,0.145,0.26
0,0.565,5.1,3.942,3.51,0.175,0.5
0,0.565,5.1,3.94,3.51,0.225,1.28
0,0.565,5.1,3.94,3.51,0.25,1.9
0,0.565,5.1,3.944,3.51,0.275,2.68
-3,0.565,5.1,3.94,3.51,0.35,8.76
0,0.565,5.036,3.94,3.36,0.375,14.24
0,0.565,5.1,3.94,3.51,0.4,23.05
-2.42,0.565,5.1,3.94,3.514,0.425,35.46
-4,0.572,5.1,4.02,3.51,0.45,51.99
-1.86,0.565,5.1,3.942,3.514,0.125,0.08
-5,0.565,5.1,3.94,3.51,0.15,0.24
-2.48,0.5646,5.1,3.94,3.518,0.175,0.45
-5,0.5646,5.1,4.144,3.51,0.2,0.77
-5,0.565,5.1,3.94,3.51,0.225,1.19
-0.92,0.565,5.1,3.94,3.518,0.25,1.76
-5,0.5648,5.1,3.94,3.51,0.275,2.59
-3.94,0.565,5.104,3.94,3.51,0.3,3.85
-5,0.565,5.1,3.94,3.51,0.32,5.27
-5,0.565,5.1,3.952,3.518,0.35,7.74
-5,0.565,5.104,3.94,3.518,0.375,12.4
-5,0.5648,5.1,3.94,3.51,0.4,20.91
-4,0.565,5.1,3.94,3.51,0.45,49.14
-1.38,0.53,5.11,3.69,3.522,0.175,0.46
-2.3,0.53,5.11,3.686,3.51,0.215,1.11
-1.84,0.53,4.97,3.69,3.37,0.25,1.57
-2.3,0.53,5.11,3.69,3.51,0.275,2.98
-2.3,0.53,5.11,3.69,3.51,0.325,4.42
-2.3,0.53,5.102,3.69,3.51,0.35,7.84
-2.3,0.53,5.104,3.69,3.51,0.375,14.11
-2.3,0.53,5.104,3.69,3.51,0.4,24.14
-2.3,0.53,5.11,3.69,3.514,0.425,37.95
-2.3,0.53,4.77,3.69,3.152,0.45,55.17
-2.3,0.53,4.76,3.68,3.152,0.125,0.1
-1.86,0.5516,4.76,3.862,3.16,0.16,0.47
-2.3,0.53,4.76,3.68,3.15,0.2,0.76
-2.3,0.5592,4.76,3.91,3.16,0.22,1.15
-2.3,0.53,4.908,3.724,3.294,0.25,1.65
-2.3,0.53,4.76,3.698,3.16,0.27,2.28
-2.38,0.53,4.77,3.68,3.16,0.325,4.41
-2.84,0.53,4.766,3.68,3.16,0.4,23.96
-2.3,0.53,4.76,3.68,3.152,0.45,56.46
-2.3,0.53,4.34,2.81,3.15,0.125,0.05
-2.3,0.53,4.34,2.81,3.15,0.15,0.17
-1.38,0.53,4.34,2.81,3.15,0.175,0.35
-2.32,0.53,4.34,2.81,3.15,0.215,1.01
-2.3,0.53,4.34,2.81,3.15,0.275,2.05
-2.3,0.53,4.34,2.81,3.15,0.325,3.87
-2.3,0.53,4.34,2.81,3.15,0.35,7.19
-2.38,0.53,4.34,2.81,3.15,0.375,13.96
-2.3,0.53,4.644,2.81,3.302,0.4,25.18
-2.3,0.53,4.34,2.81,3.15,0.425,41.34
-2.38,0.53,4.34,2.81,3.15,0.45,62.42
-2.94,0.5568,4.778,3.976,3.15,0.125,0.03
0,0.6,4.78,4.24,3.15,0.145,0.18
-1.84,0.6,4.768,4.24,3.15,0.175,0.4
0,0.6,4.78,4.24,3.15,0.225,1.3
-2.84,0.6,4.78,4.24,3.15,0.25,2.16
0,0.6,4.78,4.24,3.15,0.3,5.06
-1.9,0.6,4.78,4.24,3.15,0.325,7.14
0,0.6,4.78,4.24,3.154,0.375,15.25
0,0.6,4.78,4.24,3.15,0.4,23.15
0,0.562,4.772,3.914,3.15,0.425,34.62
0,0.6,4.692,4.24,3.072,0.45,51.5
-5,0.6,4.774,4.19,3.15,0.125,0.06
-5,0.6,4.78,4.24,3.15,0.175,0.34
-2.84,0.6,4.78,4.24,3.15,0.185,0.63
-5,0.5516,4.78,3.896,3.15,0.22,1.13
-5,0.6,4.78,4.24,3.154,0.25,1.85
-3.38,0.6,4.772,4.24,3.15,0.275,2.84
-5,0.6,4.772,4.24,3.15,0.35,8.62
-2.38,0.6,4.78,4.24,3.146,0.425,32.46
-1.84,0.6,4.78,4.24,3.15,0.45,50.94
0,0.53,4.78,3.75,3.15,0.15,0.32
-3.94,0.53,4.778,3.75,3.15,0.2,0.92
0,0.53,4.78,3.75,3.15,0.225,1.37
0,0.53,4.78,3.75,3.154,0.25,1.94
0,0.53,4.78,3.75,3.15,0.275,2.62
-3.94,0.53,4.78,3.75,3.152,0.3,3.7
0,0.53,4.78,3.75,3.15,0.325,5.45
0,0.53,4.824,3.524,3.298,0.35,9.45
-2.48,0.53,4.768,3.75,3.15,0.425,41.77
0,0.53,4.78,3.75,3.15,0.45,60.85
-5,0.53,4.78,3.75,3.152,0.125,0.09
-5,0.53,4.602,3.374,3.15,0.225,1.21
-5,0.53,4.78,3.75,3.15,0.25,1.85
-5,0.53,4.78,3.75,3.15,0.275,2.62
-5,0.53,4.776,3.75,3.15,0.3,3.69
-5,0.53,4.78,3.75,3.15,0.325,5.07
-5,0.53,4.686,3.582,3.15,0.35,7.95
-5,0.53,4.772,3.75,3.15,0.4,23.55
-5,0.53,4.776,3.75,3.15,0.425,37.14
-5,0.53,4.78,3.75,3.15,0.45,55.87
-2.3,0.5576,4.964,4.118,3.336,0.125,0.01
-1.4,0.5718,5.108,4.01,3.51,0.15,0.16
-2.36,0.5718,5.1,3.986,3.51,0.2,0.73
-2.3,0.6,5.036,4.17,3.442,0.225,1.24
-2.84,0.6,5.1,4.17,3.51,0.25,1.96
-2.3,0.6,5.1,4.17,3.51,0.275,3.04
-2.28,0.6,4.888,4.196,3.286,0.325,6.31
-2.3,0.6,5.1,4.17,3.51,0.35,8.68
-2.92,0.5506,5.1,3.838,3.522,0.375,12.39
-2.3,0.6,5.1,4.17,3.51,0.4,20.14
-2.3,0.6,5.036,4.17,3.51,0.425,31.77
-2.3,0.6,5.1,4.17,3.518,0.45,47.13
-2.3,0.6,4.34,4.23,2.73,0.125,0.04
-2.3,0.6,4.34,4.23,2.73,0.15,0.17
-2.3,0.6,4.34,4.23,2.73,0.175,0.36
