11.09,41.378,1015.752,74.97,476.05493
23.87,60.27,1018.94,59.112,445.1001
11.44,40.55,1023.37,81.346,474.3397
17.85,49.15,1021.42,56.15,460.06018
20.46,54.462,1015.404,85.89,452.47586
9.53,38.38,1018.742,80.08,478.23657
26.85,69.84,1002.84,81.31,430.57254
16.262,54.178,1020.242,84.16,457.55368
13.58,39.28,1016.17,79.17,469.67694
14.352,45.08,1023.77,80.48,463.47348
16.662,45.712,1013.37,73.874,462.1943
26.2,65.18,1014.718,44.868,441.27975
14.39,40.35,1010.246,70.828,466.8389
15.25,39.16,1016.18,78.652,464.58417
21.682,58.62,1016.194,74.59,448.14102
19.3,49.252,1011.78,70.55,454.47195
30.56,72.39,1006.578,61.652,429.57785
11.26,39.35,1015.47,99.28,472.6486
9.48,41.49,1018.142,97.59,471.792
5.21,35.79,1012.44,94.35,486.52124
15.03,44.45,1020.94,65.57,464.2087
14.514,45.08,1022.282,82.93,462.3066
21.106,47.43,1010.048,75.908,445.89554
8.676,40.6,1015.3,92.14,478.05402
31.71,68.084,1010.63,40.17,433.7439
25.38,70.94,1007.87,79.208,434.8418
23.83,64.15,1020.93,63.86,444.89807
9.816,39.04,1023.95,81.93,477.66095
13.76,40.904,1013.758,87.27,467.43835
13.48,41.44,1015.064,71.46,470.88495
17.48,46.21,1009.614,80.78,455.69577
25.11,56.89,1013.33,67.31,444.91107
12.546,37.85,1012.866,86.8,470.1075
23.36,62.52,1016.18,65.012,444.60828
28.78,63.774,1014.54,49.03,441.22803
23.276,69.59,1009.13,82.15,437.70804
21.684,64.43,1009.52,88.67,443.34644
9.55,38.08,1018.304,74.354,478.23657
17.07,41.35,1005.88,83.43,461.29468
3.21,38.44,1017.11,84.86,487.5446
8.5,39.42,1024.58,78.262,480.34018
12.91,40.73,1017.66,93.66,464.82053
11.21,41.96,1017.94,96.76,470.6463
12.29,40.71,1019.71,83.09,469.3842
22.95,67.79,1009.89,91.69,439.679
29.09,75.33,1001.61,71.06,433.0327
9.6,42.03,1022.652,92.27,474.91864
20.468,57.99,1017.21,75.76,452.2879
21.462,58.46,1016.17,79.73,446.94446
21.63,64.14,1009.44,76.89,444.29636
28.75,64.69,1007.1,60.37,436.77228
22.56,70.98,1005.66,80.684,439.3798
7.2,40.414,1020.894,82.314,483.09616
20.04,49.39,1020.62,78.84,454.62772
17.76,42.42,1013.172,66.26,461.92303
11.82,40.06,1019.5,55.74,475.0546
18.22,44.34,1019.35,56.78,459.9771
21.97,58.95,1014.538,76.95,446.83286
13.93,44.47,1025.35,81.54,465.19315
24.85,56.304,1012.712,70.09,446.10385
20.34,46.63,1013.16,77.79,453.68692
13.78,39.85,1012.7,71.99,467.9612
24.43,67.25,1017.99,74.27,437.29617
