7.1,0.42,0.09,2.3,0.054,34.0,77.2,0.99714,3.346,0.68,10.4,5.272743
7.3,0.59,0.26,2.0,0.08,17.0,104.0,0.9958,3.28,0.564,9.8,5.184417
7.8,0.64,0.044,6.0,0.1176,5.0,13.4,0.99668,3.37,0.65,10.1,5.421179
10.3,0.44,0.47,2.5,0.078,9.0,19.2,0.9981,3.218,0.65,10.8,5.9714146
6.8,0.775,0.0,2.82,0.102,8.0,23.0,0.99708,3.45,0.56,10.7,5.320167
9.12,0.23,0.4,1.6,0.0898,21.0,67.0,0.99768,3.166,0.63,11.1,6.315138
7.6,0.608,0.0,2.24,0.076,33.0,45.0,0.9971,3.31,0.62,10.7,5.9804134
7.8,0.63,0.176,1.7,0.1,14.0,54.6,0.9961,3.24,0.62,9.5,5.2396903
8.8,0.61,0.254,2.8,0.088,22.8,46.0,0.9976,3.26,0.51,9.82,5.1129327
7.5,0.49,0.414,2.6,0.332,5.8,14.0,0.9972,3.21,0.9,10.5,6.210016
7.4,0.785,0.19,2.12,0.088,19.0,98.0,0.9971,3.302,0.564,9.6,4.8578744
12.1,0.4,0.52,2.0,0.0804,21.6,54.0,0.99642,3.03,0.66,10.2,5.713576
7.1,0.715,0.0,2.35,0.071,21.0,66.4,0.9963,3.29,0.576,10.38,5.305755
7.1,0.755,0.15,1.86,0.0892,20.0,84.0,0.9959,3.19,0.582,10.28,5.485103
7.62,0.487,0.24,1.96,0.077,18.0,34.0,0.9948,3.306,0.6,10.14,5.5706224
7.4,0.549,0.12,1.9,0.091,12.6,37.0,0.9956,3.44,0.48,10.02,4.982792
5.1,0.42,0.0,3.23,0.044,18.0,88.0,0.99814,3.616,0.73,13.6,7.0855074
7.5,0.58,0.56,3.1,0.153,5.0,16.4,0.9948,3.21,1.03,11.6,6.2002077
8.5,0.453,0.56,3.76,0.1144,35.0,106.0,0.99534,3.252,0.75,10.5,5.2416487
7.8,0.545,0.06,3.36,0.087,17.4,73.4,0.9965,3.36,0.62,10.16,5.427007
10.46,0.42,0.512,3.3,0.105,33.0,98.0,1.001,3.2,0.95,9.2,5.1657176
9.52,0.61,0.334,2.7,0.077,16.2,54.4,0.9975,3.306,0.54,10.04,5.250307
