7.1,0.42,0.09,2.3,0.054,34.0,77.2,0.99714,3.346,0.68,10.4,5.592815
7.3,0.59,0.26,2.0,0.08,17.0,104.0,0.9958,3.28,0.564,9.8,5.163156
7.8,0.64,0.044,6.0,0.1176,5.0,13.4,0.99668,3.37,0.65,10.1,5.229967
10.3,0.44,0.47,2.5,0.078,9.0,19.2,0.9981,3.218,0.65,10.8,6.049293
6.8,0.775,0.0,2.82,0.102,8.0,23.0,0.99708,3.45,0.56,10.7,4.772861
9.12,0.23,0.4,1.6,0.0898,21.0,67.0,0.99768,3.166,0.63,11.1,5.810191
7.6,0.608,0.0,2.24,0.076,33.0,45.0,0.9971,3.31,0.62,10.7,5.754245
7.8,0.63,0.176,1.7,0.1,14.0,54.6,0.9961,3.24,0.62,9.5,5.358413
8.8,0.61,0.254,2.8,0.088,22.8,46.0,0.9976,3.26,0.51,9.82,5.030593
7.5,0.49,0.414,2.6,0.332,5.8,14.0,0.9972,3.21,0.9,10.5,5.7126827
7.4,0.785,0.19,2.12,0.088,19.0,98.0,0.9971,3.302,0.564,9.6,4.964115
12.1,0.4,0.52,2.0,0.0804,21.6,54.0,0.99642,3.03,0.66,10.2,5.9152756
7.1,0.715,0.0,2.35,0.071,21.0,66.4,0.9963,3.29,0.576,10.38,5.207538
7.1,0.755,0.15,1.86,0.0892,20.0,84.0,0.9959,3.19,0.582,10.28,5.518527
7.62,0.487,0.24,1.96,0.077,18.0,34.0,0.9948,3.306,0.6,10.14,5.9819455
7.4,0.549,0.12,1.9,0.091,12.6,37.0,0.9956,3.44,0.48,10.02,5.096882
5.1,0.42,0.0,3.23,0.044,18.0,88.0,0.99814,3.616,0.73,13.6,6.332423
7.5,0.58,0.56,3.1,0.153,5.0,16.4,0.9948,3.21,1.03,11.6,6.8195357
8.5,0.453,0.56,3.76,0.1144,35.0,106.0,0.99534,3.252,0.75,10.5,5.4643283
7.8,0.545,0.06,3.36,0.087,17.4,73.4,0.9965,3.36,0.62,10.16,5.727848
10.46,0.42,0.512,3.3,0.105,33.0,98.0,1.001,3.2,0.95,9.2,5.1908374
