-2.3,0.53,5.11,3.69,3.51,0.26,1.7933249999999987
-2.3,0.53,4.34,2.81,3.15,0.3,3.1773000000000033
0.0,0.6,4.78,4.24,3.15,0.275,2.827600000000001
-2.4,0.574,4.36,3.96,2.76,0.325,5.536175000000003
-2.3,0.53,4.76,3.68,3.156,0.31,4.027224999999998
-2.3,0.568,4.78,3.99,3.17,0.205,0.7527250000000003
-5.0,0.565,4.596,3.94,3.146,0.425,35.94504999999998
-2.3,0.53,5.11,3.69,3.51,0.32,4.463225000000001
-5.0,0.6,4.78,4.24,3.15,0.4,21.456175
-5.0,0.6,4.78,4.24,3.15,0.22,1.1823250000000003
-0.92,0.53,4.78,3.75,3.152,0.375,14.777350000000007
-2.3,0.5668,4.78,3.99,3.17,0.375,13.055749999999996
-5.0,0.565,4.77,3.99,3.15,0.15,0.24754999999999983
-1.82,0.5854,5.14,4.95,3.17,0.35,8.502849999999999
-2.3,0.6,5.1,4.17,3.51,0.3,4.347900000000003
-5.0,0.6,4.778,4.24,3.15,0.315,5.048850000000001
-5.0,0.565,4.776,4.03,3.15,0.225,1.4021749999999993
-2.4,0.5668,4.36,3.96,2.76,0.35,7.460950000000004
-1.38,0.53,4.78,3.75,3.15,0.23,1.2075250000000004
-1.84,0.53,4.904,3.686,3.262,0.3,3.5206500000000025
-2.46,0.562,4.988,4.402,3.17,0.4,21.833225000000006
-2.3,0.53,4.604,3.68,3.16,0.35,7.3967000000000045
-2.3,0.5696,4.692,5.35,2.76,0.2,0.8129250000000001
-2.3,0.53,4.76,3.68,3.252,0.27,2.186275
-2.4,0.574,4.36,3.96,2.76,0.325,5.536175000000003
-5.0,0.5674,4.77,3.99,3.15,0.33,5.324475000000004
-1.36,0.565,4.78,4.296,2.76,0.375,13.927175000000002
-2.2,0.546,4.78,4.13,3.07,0.425,36.971474999999984
-2.3,0.5662,5.11,4.342,3.51,0.275,2.8637000000000015
-2.3,0.6,5.14,4.95,3.336,0.35,8.596374999999998
0.0,0.6,4.69,4.226,3.15,0.2,0.8497000000000007
0.0,0.5448,4.78,3.822,3.15,0.125,0.12924999999999992
-1.82,0.565,4.78,4.292,2.76,0.25,1.963525
0.0,0.6,4.78,4.24,3.15,0.35,8.70905
-2.3,0.5656,5.1,3.95,3.514,0.225,1.2736000000000005
-2.3,0.565,5.048,4.162,3.53,0.425,34.71424999999999
0.0,0.5668,4.91,3.94,3.148,0.325,5.471825000000002
0.0,0.53,4.686,3.75,3.15,0.235,1.3182500000000008
-2.3,0.565,4.78,4.24,2.76,0.225,1.2560749999999998
-1.86,0.565,4.78,5.35,3.054,0.325,6.991375000000003
0.0,0.565,4.77,4.012,2.99,0.35,8.539750000000002
-2.3,0.53,5.11,3.714,3.442,0.15,0.30322499999999997
-2.3,0.53,4.34,2.81,3.15,0.28,2.2918500000000006
-2.3,0.562,5.14,4.95,3.17,0.3,4.336650000000001
-2.46,0.574,4.36,3.96,2.916,0.175,0.47532500000000033
-2.3,0.568,4.78,3.99,3.17,0.125,0.11037499999999995
-2.3,0.53,4.76,3.68,3.156,0.375,14.019900000000007
-0.92,0.551,4.78,4.152,3.15,0.255,1.8436249999999996
-2.3,0.5924,5.102,4.17,3.51,0.175,0.6330750000000002
-2.46,0.544,4.34,3.804,3.15,0.25,2.057625
-1.92,0.53,4.694,3.75,3.15,0.25,1.8397749999999997
-2.84,0.5656,4.78,3.99,3.086,0.275,2.7010750000000026
-2.3,0.53,5.11,3.69,3.51,0.195,0.74915
-2.92,0.568,4.78,3.99,3.17,0.28,2.7440000000000024
-0.44,0.554,4.84,3.88,2.998,0.2,0.8973750000000007
-2.28,0.563,4.78,3.99,3.158,0.275,2.704725000000001
-2.3,0.5516,5.1,3.856,3.396,0.245,1.8342999999999998
-2.3,0.53,5.11,3.69,3.51,0.305,4.0859749999999995
-1.4,0.546,4.78,4.13,3.07,0.345,7.899450000000003
-2.3,0.53,4.6,3.68,3.16,0.335,4.741275000000003
-0.46,0.5724,4.778,4.01,3.17,0.2,0.8433500000000005
0.0,0.565,4.77,3.99,3.15,0.325,5.989950000000002
-2.2,0.546,4.78,4.13,3.216,0.275,2.681725000000002
-5.0,0.565,4.77,3.99,3.15,0.125,0.12632499999999997
-2.3,0.5664,4.85,3.99,3.152,0.26,1.8712249999999993
-2.38,0.546,4.78,4.13,3.07,0.3,4.169199999999998
-5.0,0.5924,4.774,4.24,3.15,0.325,5.5301750000000025
0.0,0.565,5.1,3.94,3.472,0.3,4.100525000000001
0.0,0.565,5.1,3.94,3.51,0.3,4.1839
-2.38,0.565,4.78,4.02,2.76,0.25,2.25715
-2.3,0.568,4.78,3.99,3.17,0.175,0.46807500000000013
-2.3,0.6,5.1,4.17,3.51,0.3,4.347900000000003
-1.86,0.585,4.908,3.84,3.32,0.2,1.0700250000000007
-2.3,0.568,4.916,3.99,3.17,0.285,2.6864250000000025
-2.3,0.5598,4.78,3.978,3.64,0.25,1.8621999999999992
0.0,0.558,4.77,4.23,3.15,0.265,2.4742000000000006
-2.3,0.5924,5.14,4.95,3.306,0.335,6.703075
-0.46,0.5542,4.604,4.282,2.73,0.3,4.620325
-5.0,0.565,4.778,4.024,3.15,0.375,13.003524999999994
-2.9,0.569,4.78,3.972,3.64,0.45,48.21695000000003
0.0,0.5668,4.77,3.99,3.15,0.45,53.983124999999994
-5.0,0.5676,4.77,3.99,3.15,0.25,1.8947249999999998
-2.3,0.565,4.908,3.964,3.314,0.285,2.687700000000003
-3.36,0.6,4.78,4.24,3.056,0.15,0.2635249999999999
-2.94,0.575,4.34,4.012,3.15,0.25,1.8783999999999998
-2.4,0.5708,5.126,3.84,3.32,0.3,4.215625
-2.3,0.5664,5.1,3.95,3.472,0.285,2.7791250000000023
-2.3,0.5586,4.78,3.922,3.64,0.25,1.857024999999999
0.0,0.565,5.1,3.94,3.51,0.2,0.751525
-2.3,0.562,4.91,4.95,3.148,0.315,5.0838
0.0,0.53,4.78,3.75,3.15,0.175,0.43720000000000026
-2.3,0.5658,4.78,3.966,3.64,0.25,1.8554749999999998
