239.98,74.59,85.27,180.59,9.0,825.0,805.0,28.0,36.88467500000001
525.0,0.0,0.0,189.0,0.0,1107.33,613.0,48.9,49.04742500000002
339.42,66.01,38.9,185.46,9.0,825.0,805.0,28.0,47.89032499999997
230.0,0.0,129.64,195.5,4.6,1029.4,758.6,56.0,32.746500000000005
184.0,112.09,190.0,179.83,6.0,1021.29,623.0,35.2,33.08409999999999
326.5,0.0,137.9,199.0,10.8,891.66,747.49,28.0,33.75277500000001
423.52,97.1,0.0,157.9,12.1,852.1,925.7,91.0,64.24575
238.2,158.8,0.0,188.65,0.67,1040.6,734.3,7.0,16.84252500000001
376.92,0.0,0.0,192.0,0.0,940.0,758.0,26.9,38.813424999999995
382.79,0.0,0.0,192.0,1.71,913.2,772.03,24.6,37.684300000000015
208.14,177.0,0.0,186.0,0.0,1015.43,738.73,91.0,45.02617500000002
252.09,0.0,118.3,188.5,5.8,1028.4,757.7,46.4,36.170974999999984
236.0,0.0,0.0,192.6,0.0,968.0,885.0,23.1,20.529875000000004
388.6,97.1,0.0,157.9,17.18,907.6,871.97,7.0,38.51039999999999
380.0,0.0,0.0,228.0,0.0,1043.38,670.0,365.0,43.654650000000004
362.6,189.0,0.0,164.9,10.65,944.7,755.8,56.0,74.66962500000008
252.3,0.0,98.8,146.3,14.2,987.8,889.0,100.0,46.304625
262.08,47.5,0.0,228.0,0.0,961.59,618.67,67.9,39.57185000000001
195.96,129.9,85.18,175.5,7.8,1006.3,746.6,100.0,50.484075
171.68,210.7,0.0,185.7,0.0,977.0,791.96,28.0,31.217874999999996
375.0,95.82,22.0,126.6,22.96,852.1,855.48,24.5,57.77982499999997
203.5,169.53,0.0,203.5,0.0,963.4,630.0,37.2,38.26047500000003
456.56,17.6,63.5,189.0,15.3,945.36,633.0,28.0,49.667674999999996
387.0,50.63,94.0,157.0,16.32,938.0,845.0,7.0,36.41190000000001
133.0,159.57,0.0,192.0,0.0,997.16,839.2,28.0,24.7173
202.7,237.5,0.0,228.0,0.0,932.0,594.0,90.0,42.350475000000024
258.42,146.82,0.0,168.4,9.5,1049.3,688.2,28.0,50.779399999999995
200.0,87.46,0.0,193.12,0.0,965.4,806.2,28.0,26.1742
480.0,31.73,5.9,207.75,0.0,936.2,741.32,90.0,47.70340000000003
359.0,13.58,141.0,154.0,10.9,942.0,801.0,19.5,42.53755
232.52,24.28,141.0,206.0,7.59,910.08,801.0,7.0,17.04940000000001
307.0,26.68,0.0,183.97,3.78,968.0,812.0,3.0,17.661600000000004
236.0,15.3,0.0,192.38,0.0,1014.4,885.0,14.0,17.680875000000007
350.0,0.0,0.0,194.08,0.78,1050.0,770.0,28.0,33.161725
384.51,156.06,0.0,164.9,11.6,944.7,755.8,26.9,62.64050000000003
251.8,0.0,97.51,146.1,12.4,1006.0,899.8,14.0,22.619699999999995
268.56,81.67,0.0,185.0,0.0,1111.0,769.75,28.0,26.566000000000003
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28.0,60.68242500000002
446.0,49.26,79.0,162.0,11.6,1000.07,719.45,18.2,37.68335000000001
401.8,94.7,0.0,174.03,10.28,946.8,852.1,55.6,62.751875000000005
251.8,0.0,99.9,146.1,12.4,1006.0,891.47,100.0,46.81217500000001
260.0,101.0,78.0,171.0,10.0,1011.42,763.0,28.0,46.897975
309.7,118.8,0.0,181.1,8.9,852.1,781.5,21.3,36.7008
325.7,0.0,0.0,197.0,0.0,968.0,781.0,28.0,29.538049999999988
135.7,145.69,0.0,186.2,0.0,1076.2,759.3,23.8,19.883150000000004
256.63,47.5,0.0,228.0,0.0,946.84,594.0,28.0,34.49217500000001
166.8,250.2,0.0,195.5,0.0,1014.56,692.6,30.0,34.274975
355.0,19.0,97.0,145.0,13.62,967.0,873.53,56.6,58.98639999999998
310.0,142.8,9.0,177.02,7.86,914.3,804.0,42.1,44.805324999999996
313.3,262.2,0.0,175.5,8.6,1046.9,669.26,28.0,52.286649999999995
248.03,160.5,0.0,177.6,9.6,925.41,759.5,28.0,41.25387500000002
173.5,50.1,117.1,164.8,6.5,1006.2,778.97,45.2,39.965975
149.5,236.0,0.0,148.33,12.6,960.65,892.7,37.9,41.64592500000001
312.7,0.0,0.0,178.1,8.0,914.58,822.2,28.0,35.39154999999999
314.0,51.1,113.0,170.0,10.0,925.0,783.0,28.0,47.07169999999999
239.6,208.23,0.0,193.13,0.0,941.6,664.3,23.8,31.6084
271.91,114.0,0.0,228.0,0.0,932.0,640.44,180.0,47.546800000000005
397.0,0.0,0.0,200.52,0.0,1040.0,712.34,28.0,37.422475000000006
200.0,133.0,0.0,192.0,0.0,973.8,806.2,7.0,12.096500000000002
226.17,124.65,0.0,228.0,0.22,932.0,594.0,7.0,20.081224999999996
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14.0,33.32545000000001
294.37,53.14,95.6,171.5,8.9,953.73,859.2,100.0,51.84952500000001
212.0,141.3,0.0,195.91,0.0,973.4,750.0,26.5,25.526350000000015
230.89,42.1,163.8,121.8,5.7,1058.7,780.1,14.0,30.719199999999997
331.0,0.0,0.0,192.0,0.0,978.0,813.76,63.1,34.18192500000001
152.6,238.7,0.0,200.0,6.3,1001.8,683.9,26.9,27.159475
277.2,97.8,52.56,160.7,9.58,1061.7,782.5,33.4,63.50755000000001
268.91,0.0,0.0,193.0,0.0,968.0,834.51,31.3,26.802425
275.97,40.7,95.6,171.5,8.9,955.25,859.2,100.0,50.03969999999999
165.65,169.4,142.7,195.8,8.22,967.4,645.27,32.6,27.600750000000005
326.0,0.0,138.0,185.6,11.0,801.0,786.85,28.0,39.170024999999995
287.0,121.0,65.84,188.0,9.0,904.0,751.93,28.0,40.37820000000002
290.4,0.0,93.24,168.1,9.4,961.2,865.0,96.6,45.67472499999999
213.7,0.0,174.7,154.8,11.1,1040.8,776.4,3.0,17.21044999999999
260.7,156.13,62.79,202.0,10.0,820.0,680.0,28.0,38.23415000000002
298.1,0.0,107.5,171.95,8.94,953.2,784.0,28.0,38.02129999999999
340.9,55.29,55.78,148.52,18.0,893.07,844.0,52.6,60.26367499999997
181.9,272.8,0.0,190.92,0.0,976.9,714.3,28.0,40.03720000000003
318.8,212.5,0.0,155.7,14.3,852.1,841.98,17.7,34.56302500000002
238.0,0.0,11.83,186.0,0.45,1119.0,632.55,7.0,14.9139
102.0,153.0,0.0,192.0,6.82,887.0,780.46,7.0,13.113050000000003
151.6,0.0,128.6,184.4,7.9,899.44,815.9,28.0,17.457875
232.16,13.8,122.0,170.2,6.57,1059.4,777.75,14.0,24.31492499999999
540.0,0.0,0.0,162.0,2.5,1040.0,731.96,28.0,62.48392500000002
212.1,14.66,121.6,180.3,5.7,1033.37,779.3,3.0,14.053649999999998
223.69,53.92,92.73,185.18,4.1,1006.3,856.4,100.8,38.826800000000006
300.0,0.0,120.11,195.73,10.0,878.0,728.0,28.0,31.222475000000003
310.0,15.3,0.0,192.0,0.0,970.0,850.0,90.0,36.849449999999976
300.0,19.49,0.0,184.0,0.0,1075.0,795.0,7.0,13.484849999999994
412.39,0.0,107.0,182.21,11.0,880.0,744.0,28.0,46.9817
516.0,46.79,0.0,162.0,8.3,801.0,802.0,28.0,62.16945
362.6,189.0,0.0,159.64,11.6,944.7,775.11,56.0,67.72622500000003
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,12.8,19.731149999999996
139.6,197.65,0.0,192.0,2.49,1047.0,722.26,28.0,30.637125
219.25,0.0,118.3,188.5,5.8,1028.4,757.7,34.6,29.168849999999992
446.0,24.0,46.9,162.0,11.6,967.0,712.0,56.0,58.88342500000003
424.0,22.0,132.0,168.0,8.9,822.0,750.0,28.0,63.177349999999976
469.0,112.66,0.0,137.8,18.47,852.1,868.67,28.0,62.55794999999998
150.0,236.8,0.0,173.8,11.9,996.13,674.8,29.4,37.12389999999998
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7.0,13.633824999999995
333.0,0.0,58.81,170.22,11.95,934.05,842.6,28.0,38.63492499999999
238.1,0.0,94.1,186.7,5.54,949.9,834.16,56.0,34.87067499999999
372.31,117.2,0.0,137.8,32.2,874.58,840.5,7.0,48.645799999999966
355.14,0.0,110.8,159.4,10.4,948.79,811.46,100.0,57.977075
349.0,0.0,0.0,192.0,0.0,1047.0,790.24,3.0,15.857750000000001
152.0,0.0,112.0,184.0,8.0,924.4,810.48,38.9,22.507474999999996
246.8,20.88,125.1,143.3,12.0,1022.72,800.9,100.0,52.59532499999999
251.8,0.0,99.9,146.1,12.4,1006.0,890.72,100.0,46.81217500000001
323.7,282.8,0.0,183.8,1.11,942.7,659.9,56.0,48.38645
