0.64,784.0,343.0,220.5,3.5,2.0,0.4,3.0,18.796703
0.9,661.5,383.8333333333333,122.5,7.0,4.0,0.4,3.0,36.836353
0.71,710.5,269.5,220.5,3.5,3.0,0.0,3.0,6.754708
0.86,588.0,297.2759666272209,147.0,6.999999999999999,3.616402117251385,0.4,2.0,32.31817
0.6525,716.625,287.875,220.5,3.5,4.0,0.175,1.0,12.880881
0.64,784.0,318.5,220.5,3.5,3.0,0.1,3.0,12.676288
0.74,716.625,245.0,220.5,3.5,3.75,0.25,3.5,12.399404
0.98,557.375,306.25,110.25,7.0,4.0,0.25,2.0,27.156994
0.82,612.5,349.125,147.0,7.0,5.0,0.1875,5.0,28.82835
0.76,661.5,416.5,122.5,5.964537956689444,3.419568228794335,0.1,4.0,26.682352
0.62,808.5,367.5,220.5,3.5,4.0,0.25,3.0,14.325968
0.6675,710.5,324.625,220.5,3.5,4.0,0.25,1.5,13.56224
0.64,784.0,343.0,220.5,3.5,2.0,0.4,3.0,18.796703
0.86,588.0,294.0,147.0,7.0,2.0,0.25,5.0,29.685984
0.98,514.5,294.0,110.25,7.0,2.0,0.4,1.0,32.881363
0.71,710.5,269.5,220.5,3.5,3.0,0.1,1.0,10.851268
0.98,514.5,355.25,110.25,7.0,5.0,0.25,3.5,34.18513
0.8124999999999999,630.875,318.5,122.5,7.0,3.75,0.4,2.0,33.640312
0.76,661.5,416.5,122.5,7.0,4.0,0.25,3.0,36.407814
0.86,588.0,294.0,147.0,7.0,3.0,0.25,4.0,29.659872
0.76,655.375,361.375,122.5,7.0,3.0,0.25,3.5,36.775105
0.8224999999999999,630.875,416.5,147.0,7.0,4.25,0.25,5.0,34.490013
0.86,588.0,324.625,147.0,7.0,4.0,0.2125,1.75,29.583553
0.66,759.5,318.5,202.125,4.375,2.0,0.25,1.0,13.228098
0.7467106945861101,759.5,318.5,220.5,3.5,4.0,0.1,1.0,11.148129
0.815,643.125,324.625,147.0,7.0,3.5,0.25,1.25,33.54262
0.6950000000000001,728.875,349.125,220.5,3.5,3.0,0.36250000000000004,1.0,16.541594
0.76,663.67723921248,416.5,122.5,7.0,5.0,0.25,3.0,36.18408
0.98,514.5,294.0,110.25,7.0,2.0,0.25,3.25,28.422771
0.62,808.5,367.5,220.5,3.5,3.0,0.4,2.0,16.568905
0.86,588.0,294.0,147.0,7.0,2.0,0.25,4.25,29.672224
0.82,637.0,318.5,147.0,7.0,4.0,0.25,2.0,33.264915
0.82,643.125,318.5,165.375,7.0,3.0,0.15,1.0,33.561726
0.82,606.375,318.5,147.0,7.0,3.75,0.25,1.0,29.235813
0.6775,710.5,312.375,220.5,3.5,2.75,0.25,1.5,12.899617
0.86,588.0,294.0,220.5,3.5,5.0,0.0,0.0,16.682503
0.8,722.75,343.0,202.125,7.0,5.0,0.1,4.0,33.481274
0.64,784.0,326.6666666666667,220.5,3.5,4.0,0.25,2.0,15.571511
0.74,686.0,281.75,220.5,3.5,3.0,0.1,1.0,10.425514
