-2.3,0.53,5.11,3.69,3.51,0.2295999391681797,1.2747815
-3.1999999999999997,0.5650000000000001,4.34,2.81,3.15,0.3,3.6498964
0.0,0.6,4.78,4.24,3.15,0.275,3.2067885
-2.4,0.574,4.36,3.96,2.76,0.325,5.1028867
-2.3,0.53,4.76,3.68,3.131550924965136,0.3389533608826163,7.073001
-2.3,0.568,4.78,3.99,3.17,0.17500000000000002,0.5129476
-5.0,0.565,4.78,3.94,3.15,0.425,32.143673
-2.3,0.53,5.11,3.69,3.51,0.2295999391681797,1.2747815
-5.0,0.6,4.78,4.24,3.15,0.4,20.84714
-5.0,0.6,4.78,4.24,3.15,0.4,20.84714
0.0,0.53,4.78,3.75,3.15,0.375,15.445801
-2.3,0.5672644608498767,4.78,3.99,3.17,0.375,13.398963
-5.0,0.565,4.77,3.99,3.15,0.15,0.2560061
-2.3,0.565,5.14,4.95,3.17,0.35,8.265259
-2.3,0.6,5.1,4.17,3.51,0.3,4.4194603
-5.0,0.6,4.665,4.0525,3.15,0.23750000000000002,1.7725102
-5.0,0.565,4.773333333333333,3.99,3.15,0.225,1.2363231
-2.4,0.5682455113296568,4.36,3.96,2.76,0.35,8.183219
0.0,0.53,4.78,3.75,3.15,0.25833333333333336,2.2654235
-2.9749999999999996,0.53,5.115,3.7675,3.3299999999999996,0.3,3.7803526
-2.3,0.562,5.109999999999999,4.45,3.17,0.4,21.669
-2.3,0.53,4.76,3.68,3.16,0.35,7.580222
-2.3,0.564999952628995,5.1,5.35,2.76,0.2,0.734025
-2.3,0.53,4.76,3.68,3.131550924965136,0.3389533608826163,7.073001
-2.4,0.574,4.36,3.96,2.76,0.325,5.1028867
-5.0,0.5825,4.77,3.99,3.15,0.225,1.1708733
-2.3,0.565,4.78,3.99,2.76,0.375,13.726621
-2.2,0.546,4.78,4.13,3.07,0.425,35.494324
-2.3,0.538,5.11,4.08,3.51,0.275,2.7538235
-2.3,0.5577836950313029,5.14,4.95,3.1841127669847524,0.3505336975374613,8.253267
0.0,0.6,4.775,3.99,3.15,0.2,0.7139362
0.0,0.53,4.78,3.75,3.15,0.125,0.6694152
-2.3,0.565,4.78,3.99,2.76,0.25,1.9044579
0.0,0.6,4.78,4.24,3.15,0.35,9.067884
-2.3,0.546,5.1,3.95,2.95,0.3,3.9763458
-2.3,0.5467500000000001,5.035,4.21,3.53,0.425,34.491028
0.0,0.5580736574914201,4.775,3.94,3.15,0.325,5.0619783
0.0,0.53,4.67,3.75,3.15,0.22499999999999998,1.7278295
-2.3,0.565,4.78,3.990066860066906,2.76,0.225,1.3116051
-2.3,0.565,4.78,5.35,3.15,0.325,5.122826
0.0,0.565,4.77,3.99,3.15,0.35,8.604545
-2.3,0.53,5.11,3.6875,3.42,0.15,0.32421213
-2.3,0.5532618838757145,4.34,2.81,3.15,0.2723938460204474,2.275731
-2.3,0.562,5.14,4.95,3.17,0.3,4.255612
-2.415177476979759,0.574,4.36,3.96,3.1558630818734534,0.175,0.545802
-2.3,0.568,4.78,3.99,3.17,0.125,0.17752528
-2.3,0.53,4.76,3.68,3.1599991337776294,0.375,14.056113
-2.5,0.5562499999999999,4.78,3.9175,3.15,0.26875000000000004,2.447667
-2.3,0.565,5.1,4.17,3.51,0.175,0.5595584
-3.1999999999999997,0.581,4.34,3.88,3.15,0.25,1.9659933
-1.15,0.53,4.75,3.75,3.15,0.20625,0.89104426
-3.65,0.584,4.78,3.99,3.1566666666666663,0.275,2.7311132
-2.3,0.53,5.11,3.69,3.51,0.2295999391681797,1.2747815
-2.3,0.568,4.78,3.99,3.17,0.21875,1.1151631
-1.825,0.5435,4.855,4.2125,3.0375,0.2,0.6819152
-3.65,0.584,4.78,3.99,3.1566666666666663,0.275,2.7311132
-2.3,0.5467500000000001,5.1,4.2325,3.285,0.25625,1.9076123
-2.3,0.53,5.11,3.69,3.51,0.2295999391681797,1.2747815
-2.2,0.546,4.78,4.13,3.07,0.275,2.68725
-2.3,0.53,4.932499999999999,3.68,3.16,0.2125,0.9324838
-1.825,0.5435,4.855,4.2125,3.0375,0.2,0.6819152
0.0,0.565,4.77,3.99,3.15,0.325,5.1529846
-2.2,0.546,4.78,4.13,3.11,0.275,2.7381487
-5.0,0.565,4.77,3.99,3.15,0.125,0.14932778
-3.6500000000000004,0.5745,4.86,3.99,3.1525,0.24374999999999997,1.8508478
-1.6566715435470694,0.546,4.78,4.13,3.07,0.3,3.7483368
-5.0,0.6,4.78,4.24,3.15,0.325,5.985619
0.0,0.565,5.1,3.94,2.73,0.3,3.984952
0.0,0.565,5.1,3.94,2.73,0.3,3.984952
-2.3,0.565,4.78,3.99,2.76,0.25,1.9044579
-2.3,0.568,4.78,3.99,3.17,0.175,0.5129476
-2.3,0.6,5.1,4.17,3.51,0.3,4.4194603
-2.3,0.585,5.1,3.84,3.32,0.2,0.8125708
-2.3,0.568,4.78,3.99,3.17,0.2375,1.8953061
-2.3,0.5635566861900382,4.78,3.99,3.64,0.25,1.8443794
0.0,0.565,4.77,3.94,3.15,0.25625,1.8910398
-2.3,0.5577836950313029,5.14,4.95,3.1841127669847524,0.3505336975374613,8.253267
-2.3,0.5475,5.0249999999999995,4.065,2.73,0.3,3.9693844
-5.0,0.565,4.773333333333333,3.99,3.15,0.375,12.890584
-2.5783846615893378,0.569,4.78,3.99,3.64,0.45,51.138924
0.0,0.5660659794246499,4.77,3.99,3.15,0.45,52.307793
-5.0,0.5825,4.77,3.99,3.15,0.225,1.1708733
-2.3,0.565,4.76,4.32,3.1475,0.26875,2.5764048
-5.0,0.6,4.78,4.24,3.15,0.15,0.2959803
-3.1999999999999997,0.581,4.34,3.88,3.15,0.25,1.9659933
-2.4,0.53,5.009417189016223,3.84,3.32,0.3,3.9405606
-2.3,0.546,5.1,3.95,2.95,0.3,3.9763458
-2.3,0.5635566861900382,4.78,3.99,3.64,0.25,1.8443794
0.0,0.565,5.1,3.94,3.51,0.2,0.71016425
-2.3,0.562,4.74,4.95,3.25,0.3,4.0367274
0.0,0.53,4.78,3.75,3.15,0.175,1.011813
-2.3,0.5635566861900382,4.78,3.99,3.64,0.25,1.8443794
