11.09,40.278,1019.094,74.97,476.53955
23.87,60.27,1018.94,65.244,443.11743
11.44,40.55,1023.37,82.652,474.24457
19.056,49.15,1021.42,56.15,457.9428
20.46,58.556,1011.52,85.89,448.84125
9.53,38.38,1011.658,80.08,478.28897
26.85,69.84,1002.84,81.31,431.47934
19.616,57.12,1014.578,84.16,451.2396
13.58,39.28,1016.17,79.17,467.55334
13.916,45.08,1023.77,80.48,466.02768
19.092,56.722,1013.37,73.548,453.47058
26.2,65.18,1010.924,75.902,437.6413
14.39,40.35,1016.812,80.718,466.39954
15.25,39.16,1016.18,79.26,463.2107
23.624,58.62,1009.584,74.59,443.3602
19.3,47.88,1011.836,70.55,453.0559
30.56,72.39,1011.342,58.852,431.65985
11.26,39.35,1015.47,99.28,471.61
9.978,41.49,1017.676,97.59,474.5723
5.21,35.79,1012.44,94.35,486.08704
15.03,44.45,1020.94,65.57,464.87302
15.946,45.08,1014.698,82.93,462.282
17.596,47.43,1012.222,81.756,456.16983
7.742,40.6,1015.3,92.14,479.51532
31.71,71.086,1010.63,40.17,433.20905
25.38,70.94,1007.87,79.112,433.44717
23.83,64.15,1020.93,63.86,444.6495
9.218,39.04,1023.95,81.93,478.30515
13.76,43.338,1017.3,87.27,466.47235
13.48,41.44,1018.108,71.46,470.64694
17.48,46.21,1012.778,80.78,456.78488
25.11,56.89,1013.33,67.31,445.18652
10.496,37.85,1016.404,86.8,474.3024
23.36,62.52,1016.18,66.914,445.43863
28.78,71.758,1014.54,49.03,436.2726
25.776,69.59,1009.13,82.15,433.83408
15.304,53.61,1009.52,88.67,457.68677
9.55,38.08,1018.806,84.404,477.3154
17.07,41.35,1005.88,83.43,460.91553
3.21,38.44,1017.11,84.86,487.5121
11.688,39.42,1024.58,79.496,473.219
12.91,40.73,1017.66,93.66,466.25443
8.752,41.96,1018.876,96.76,476.89734
12.29,40.71,1019.71,83.09,469.67804
22.95,67.79,1009.89,91.69,438.79327
29.09,75.33,1001.61,71.06,431.85208
9.6,42.03,1015.546,92.27,474.99323
8.682,40.002,1017.21,86.146,479.2769
23.316,58.46,1016.17,79.73,443.99173
21.63,60.494,1009.44,76.89,443.14334
28.75,64.69,1007.1,60.37,435.9377
22.56,70.98,1005.66,88.228,437.3387
7.2,39.156,1018.582,90.044,481.35474
20.04,49.39,1020.62,78.84,451.988
17.76,42.42,1011.984,66.26,462.62662
11.82,41.116,1019.5,55.74,474.31998
18.22,44.34,1019.35,56.78,458.88748
21.97,58.95,1014.118,76.95,446.52753
13.93,44.47,1025.35,81.54,466.02768
24.85,61.51,1011.632,70.09,442.99146
20.34,46.63,1013.16,66.714,453.7556
13.78,39.85,1012.7,71.99,468.42374
24.43,67.25,1017.99,74.27,439.88293
31.42,69.432,1009.34,57.16,432.44516
19.224,52.05,1012.524,71.63,453.3519
26.64,69.13,1010.6,79.23,433.87143
9.78,52.75,1020.254,89.86,471.8593
18.58,54.238,1016.24,78.74,452.5375
20.884,58.034,1010.66,69.51,451.09207
10.462,41.74,1021.92,86.44,470.71484
13.224,46.18,1017.77,87.83,463.67062
6.06,43.65,1014.36,83.94,483.05698
8.422,35.57,1025.37,76.204,481.06772
7.41,39.16,1017.26,90.66,480.69406
31.92,75.33,1001.81,63.13,431.94592
24.1,62.146,1007.96,70.946,439.64188
27.03,59.106,1007.366,41.62,440.76678
26.26,65.06,1013.58,52.72,443.9308
26.12,74.74,1013.06,68.96,438.4899
14.04,39.64,1011.09,72.472,468.1455
24.97,59.87,1011.046,59.94,443.6427
23.228,58.05,1012.08,70.584,446.07425
25.01,66.56,1009.68,70.746,438.6898
20.7,61.218,1011.71,88.5,447.94485
15.11,56.03,1013.858,89.95,456.627
10.53,37.5,1008.55,83.83,474.19745
10.11,42.49,1016.53,82.11,475.90308
31.59,62.7,1009.3,50.16,435.7839
28.83,71.32,1006.28,60.028,431.95154
19.946,49.3,1012.388,54.1,455.61075
14.1,42.7,1026.92,77.278,466.597
25.782,68.63,1012.8,67.98,438.63156
20.23,55.336,1015.456,76.012,452.11484
25.5,63.208,1007.77,63.96,438.56943
26.156,64.44,1013.43,51.73,443.60785
12.32,41.26,1017.318,82.126,469.60016
10.16,41.79,1021.35,82.602,473.3015
24.05,65.902,1008.944,92.35,439.48663
30.15,72.51,1010.882,50.64,433.59668
15.01,43.56,1021.006,61.82,465.53052
25.5,65.59,1010.69,66.186,440.1283
26.75,68.592,1017.79,54.31,436.74225
17.48,43.14,1018.68,66.578,462.18307
21.93,57.034,1018.96,76.8,446.34573
18.814,48.382,1016.05,77.37,452.9336
18.74,45.09,1016.796,41.54,462.33917
28.364,69.48,1010.808,70.47,434.34366
28.46,69.75,1009.46,79.75,431.34827
22.412,50.556,1008.66,72.68,445.64505
26.69,59.21,1010.876,57.59,441.39908
24.27,74.99,1007.73,84.602,435.25967
27.5,68.88,1010.38,72.778,434.88623
22.65,57.85,1012.6,61.814,448.95712
21.96,59.158,1012.1,88.74,444.1045
9.83,41.17,1019.34,72.29,478.2995
23.794,58.714,1010.73,63.62,444.97147
29.85,68.624,1010.04,58.66,434.94656
32.82,71.776,1010.44,41.85,433.55182
10.602,35.47,1016.79,83.81,474.87112
22.59,70.32,1007.07,74.39,439.81018
28.44,67.07,1006.08,58.356,433.98062
27.28,51.43,1011.46,51.38,441.03555
6.298,44.21,1023.26,84.2,483.05698
24.26,68.14,1005.09,59.49,439.0084
13.5,44.92,1017.16,84.282,467.71732
23.68,61.258,1011.18,71.588,443.18512
24.446,57.072,1009.31,71.776,442.48105
21.63,61.362,1005.7,84.84,442.61368
10.138,40.22,1018.392,91.65,473.15436
24.936,59.57,1011.864,61.02,444.39218
29.01,68.08,1010.74,52.51,435.8991
19.122,48.98,1013.856,78.028,452.9336
22.17,57.56,1005.55,84.1,444.55518
27.174,70.79,1006.19,68.87,434.57004
8.76,40.562,1025.21,90.72,477.50687
12.77,40.71,1014.66,72.81,470.9097
10.314,40.86,1023.61,88.48,472.54916
26.06,63.666,1012.41,55.22,441.96063
26.69,59.21,1010.7,57.59,441.39908
10.87,39.64,1010.72,80.2,476.13596
21.4,68.28,1008.2,60.34,445.2044
17.46,42.42,1008.97,69.19,461.93362
13.564,51.268,1012.24,91.84,461.88104
11.076,39.3,1019.186,89.332,473.3629
24.39,51.86,1011.59,59.98,445.61105
13.38,40.12,1013.92,82.36,470.29678
4.77,39.33,1011.32,68.98,485.8269
26.238,71.29,1008.29,69.06,434.99976
25.11,56.89,1013.33,67.31,445.18652
27.07,77.95,1012.34,81.578,433.74924
11.644,40.12,1012.79,96.75,471.76572
16.74,42.192,1005.68,74.856,461.1952
9.59,40.11,1026.05,79.226,479.06815
18.31,59.86,1020.38,79.02,450.1072
32.49,59.792,1002.19,34.58,434.45734
11.36,38.25,1013.22,74.496,473.7797
9.914,40.238,1007.8,99.22,474.3946
24.43,58.05,1013.248,71.39,444.34784
21.73,59.594,1001.31,86.64,442.45847
14.14,43.34,1017.1,70.708,466.65585
16.61,46.562,1014.004,85.26,457.13986
19.51,50.154,1014.022,65.756,454.53574
11.62,42.28,1008.43,85.57,472.7551
10.1,41.79,1019.36,78.12,474.48096
17.776,47.43,1007.64,71.18,454.37067
6.24,35.77,1019.24,70.7,484.49734
21.248,56.07,1012.61,72.46,448.55618
21.03,56.15,1014.29,63.152,453.458
14.04,39.64,1011.09,75.504,468.1455
25.36,60.07,1013.154,71.658,439.9293
13.14,43.71,1024.47,87.42,467.2034
28.078,67.652,1006.63,52.85,433.2839
24.896,60.54,1010.506,60.22,443.6427
9.78,39.66,1013.812,79.226,477.98727
15.06,39.3,1019.63,63.32,464.81323
25.41,66.696,1006.4,74.532,436.00406
20.23,69.45,1014.892,82.7,445.52185
18.34,62.1,1013.094,78.6,451.4823
31.97,72.404,1008.946,47.69,431.3273
6.54,40.216,1011.54,93.69,484.55377
31.142,74.16,1007.57,60.2,431.24704
16.69,43.52,1012.692,80.87,461.2868
19.5,50.03,1015.53,73.87,453.444
23.74,63.786,1011.954,81.9,442.9219
24.63,63.9,1014.53,75.24,442.33487
19.49,46.63,1013.11,88.01,450.0422
9.37,42.32,1022.198,88.678,475.6324
24.144,61.02,1009.78,76.68,440.20874
28.43,72.668,1012.52,71.05,432.94373
21.54,58.12,1014.238,75.022,448.5259
28.6,66.078,1011.716,58.33,437.10962
17.438,49.25,1015.87,61.87,458.3608
12.766,44.9,1017.028,82.22,468.51114
25.61,58.86,1009.822,59.932,440.60327
13.06,41.78,1012.3,55.31,470.24106
11.12,44.92,1025.58,93.52,469.8591
23.39,69.13,1011.444,76.178,439.18182
30.94,64.44,1006.8,53.76,433.5943
24.46,68.61,1011.02,76.66,437.94766
10.894,40.77,1022.44,84.77,474.57175
32.23,72.762,1007.532,55.1,431.99338
24.43,67.25,1017.99,74.27,439.88293
20.76,57.25,1013.324,90.31,449.4874
19.27,50.12,1007.61,100.11,450.03256
10.03,41.212,1014.85,70.09,476.21777
24.14,70.69,1012.28,89.08,436.55814
30.17,64.79,1008.742,43.81,437.05997
27.2,49.16,1008.392,46.73,440.4889
8.968,43.99,1021.34,85.13,476.23163
28.9,68.84,1011.64,64.44,434.5217
6.77,40.78,1024.86,96.58,477.1295
26.524,59.338,1010.536,59.22,441.39908
7.41,39.16,1017.61,90.66,480.69406
31.14,67.32,1013.93,53.864,433.61517
15.11,42.862,1014.136,69.31,464.96686
26.98,43.77,1011.912,40.8,443.85062
27.26,73.18,1009.778,74.83,433.63403
21.13,49.166,1006.97,64.26,448.17975
27.06,77.17,1008.71,80.406,433.33694
26.58,62.39,1006.36,68.98,437.48828
13.87,38.01,1022.61,81.48,466.4368
15.98,41.48,1017.0,55.73,465.1127
15.034,44.3,1014.34,67.106,463.92136
28.88,69.396,1015.25,54.742,436.3977
14.35,43.192,1006.39,81.58,463.97955
24.19,61.61,1015.73,59.77,444.38388
18.46,55.022,1001.47,97.61,450.26965
20.18,43.43,1016.758,65.928,456.12756
18.48,46.5,1011.85,74.4,453.95053
19.91,51.19,1008.0,90.23,449.07718
10.15,40.216,1016.818,91.54,473.4355
22.26,70.47,1008.32,84.22,439.3128
24.39,51.86,1011.764,59.98,445.61105
8.26,40.96,1025.23,89.22,478.8735
23.17,62.39,1008.04,83.58,440.904
2.8,40.262,1011.01,82.96,488.38586
29.53,72.39,998.47,76.05,428.3304
20.08,44.6,1014.91,36.27,462.33917
19.47,58.79,1012.61,87.26,449.4308
25.82,59.43,1011.614,65.25,441.29788
31.54,67.32,1012.156,36.99,435.13055
4.83,38.452,1016.146,72.94,485.17606
26.59,66.49,1014.734,49.76,438.9725
25.41,64.374,1006.4,65.26,438.30084
10.99,40.136,1021.1,81.576,476.53955
29.07,71.086,1010.11,69.53,432.36273
13.61,44.114,1017.78,78.478,467.3476
20.816,58.49,1012.35,91.56,448.27835
19.666,57.17,1011.96,87.68,450.558
17.146,55.51,1011.71,88.5,452.5307
29.23,72.99,1007.04,63.47,431.65305
30.2,69.262,1010.25,59.092,431.53503
21.11,41.67,1012.44,63.168,452.69614
26.09,49.3,1014.948,51.71,448.3214
21.12,62.96,1020.83,69.96,448.82434
22.96,65.476,1011.15,76.62,442.82703
32.55,73.256,1006.75,53.352,430.1445
22.56,66.48,1003.82,77.46,438.20496
17.25,39.39,1014.27,67.8,462.66516
12.944,46.18,1016.162,96.6,462.72644
27.884,65.594,1009.6,49.35,439.8535
13.76,42.598,1011.658,87.27,466.57175
26.88,69.51,1011.36,45.03,437.5049
17.59,65.48,1011.518,81.34,453.34302
18.59,41.1,1001.93,58.16,458.30597
27.088,65.94,1011.76,62.68,440.50177
25.71,52.84,1006.32,53.29,441.3582
30.27,64.05,1011.93,50.032,438.2291
16.5,44.2,1018.94,63.59,463.50674
10.44,43.86,1014.492,86.66,474.19742
28.53,66.51,1015.9,40.68,437.7403
9.436,44.34,1017.302,93.55,474.45636
21.91,70.32,1009.17,90.57,438.7499
25.64,63.87,1017.14,53.436,443.3109
15.38,43.99,1022.42,83.41,462.60297
10.72,41.38,1021.6,86.84,472.13354
